id_filme,titulo,data_lancamento,media_avaliacoes,numero_avaliacoes,popularidade,sinopse,idioma_original,generos,diretor,roteirista
1448938,Abdução,2025-04-02,4.792,12,27.4958,"Uma mulher, em busca de uma paz e sossego numa montanha, tem a sua vida virada do avesso quando o seu namorado desaparece e um homem nu aparece, afirmando ser ele.  ""Abduct "" sugere um filme de suspense e mistério, com uma trama que envolve um sequestro e uma busca pela verdade.",en,Terror,Chris Riggi,Chris Riggi
1442532,Malagkit,2025-03-11,7.6,5,28.6365,,tl,Romance,Bobby Bonifacio,
55779,Premonição 5,2011-08-12,6.143,3719,27.7974,"A Morte está mais onipresente do que nunca, e inicia seu ataque após a premonição de um homem que salva um grupo de colegas de trabalho de um terrível colapso em uma ponte suspensa. Mas este grupo de almas inocentes não deveria sobreviver e, em uma aterrorizante corrida contra o tempo, o grupo tenta freneticamente descobrir uma maneira de escapar dos planos sinistros da Morte.",en,"Terror, Mistério",Steven Quale,Eric Heisserer
1083968,Confinado,2025-03-20,6.207,188,27.7254,"O assaltante Eddie invade um SUV de luxo acreditando ter encontrado o alvo perfeito, mas cai em uma armadilha mortal. O veículo pertence a William, um autoproclamado justiceiro que impõe sua própria visão de justiça. Transformado em uma prisão sobre rodas, o carro torna cada movimento uma ameaça. Sem saída e à mercê de um inimigo frio e calculista, Eddie precisa lutar para sobreviver nesse jogo implacável.",en,"Thriller, Terror",David Yarovesky,Michael Arlen Ross
569094,Homem-Aranha: Através do Aranhaverso,2023-05-31,8.3,7639,27.7827,"Miles Morales retorna para o próximo capítulo da saga do Aranhaverso, uma aventura épica que transportará o Homem-Aranha em tempo integral e amigável do bairro do Brooklyn através do Multiverso para unir forças com Gwen Stacy e uma nova equipe de Homens-Aranha para enfrentar com um vilão mais poderoso do que qualquer coisa que eles já encontraram.",en,"Animação, Ação, Aventura, Ficção científica",Kemp Powers,David Callaham
1377424,വിക്ടോറിയ,2024-12-14,5.0,1,32.1537,,ml,Drama,Sivaranjini J,Sivaranjini J
216015,Cinquenta Tons de Cinza,2015-02-11,5.885,12008,26.0148,"Anastasia Steele (Dakota Johnson) é uma estudante de literatura de 21 anos, recatada e virgem. Uma dia ela deve entrevistar para o jornal da faculdade o poderoso magnata Christian Grey (Jamie Dornan). Nasce uma complexa relação entre ambos: com a descoberta amorosa e sexual, Anastasia conhece os prazeres do sadomasoquismo, tornando-se o objeto de submissão do sádico Grey.",en,"Drama, Romance, Thriller",Sam Taylor-Johnson,Kelly Marcel
1064213,Anora,2024-10-14,7.061,2288,28.533,"Anora, uma jovem profissional do sexo que trabalha nas noites do Brooklyn, pode se tornar a Cinderela da sua própria história quando encontra e casa, por impulso, com o filho de um oligarca russo. Mas quando a notícia chega à Rússia, seu conto de fadas fica ameaçado com a chegada dos pais dele a Nova York para cancelar o casamento.",en,"Drama, Comédia, Romance",Sean Baker,Sean Baker
351286,Jurassic World: Reino Ameaçado,2018-06-06,6.5,12098,24.4889,"Quatro anos após o fechamento do Jurassic World, um vulcão prestes a entrar em erupção põe em risco a vida na ilha Nublar. No local não há mais qualquer presença humana, com os dinossauros vivendo livremente. Diante da situação, é preciso tomar uma decisão: deve-se retornar à ilha para salvar os animais ou abandoná-los para uma nova extinção? Decidida a resgatá-los, Claire convoca Owen a retornar à ilha com ela.",en,"Ação, Aventura, Ficção científica, Thriller",J.A. Bayona,Derek Connolly
24428,Os Vingadores: The Avengers,2012-04-25,7.762,32070,28.992,"Loki, o irmão de Thor, ganha acesso ao poder ilimitado do cubo cósmico ao roubá-lo de dentro das instalações da S.H.I.E.L.D. Nick Fury, o diretor desta agência internacional que mantém a paz, logo reúne os únicos super-heróis que serão capazes de defender a Terra de ameaças sem precedentes. Homem de Ferro, Capitão América, Hulk, Thor, Viúva Negra e Gavião Arqueiro formam o time dos sonhos de Fury, mas eles precisam aprender a colocar os egos de lado e agir como um grupo em prol da humanidade.",en,"Ficção científica, Ação, Aventura",Joss Whedon,Joss Whedon
402431,Wicked,2024-11-20,6.9,2188,24.6794,"Elphaba é uma jovem como outra qualquer do Reino de Oz, mas incompreendida por causa de sua pele verde incomum e por ainda não ter descoberto seu verdadeiro poder. Sua rotina é tranquila e pouco interessante, mas ao iniciar seus estudos na Universidade de Shiz, seu destino encontra Glinda, uma jovem popular e ambiciosa, nascida em berço de ouro, que só quer garantir seus privilégios e ainda não conhece sua verdadeira alma. As duas iniciam uma inesperada amizade; no entanto, suas diferenças, como o desejo de Glinda pela popularidade e poder, e a determinação de Elphaba em permanecer fiel a si mesma, entram no caminho, o que pode perpetuar no futuro de cada uma e em como as pessoas de Oz as enxergam.",en,"Drama, Romance, Fantasia",Jon M. Chu,Winnie Holzman
872585,Oppenheimer,2023-07-19,8.1,10336,29.4791,"A história do físico americano J. Robert Oppenheimer, seu papel no Projeto Manhattan e no desenvolvimento da bomba atômica durante a Segunda Guerra Mundial, e o quanto isso mudaria a história do mundo para sempre.",en,"Drama, História",Christopher Nolan,Christopher Nolan
1097549,Babygirl,2024-12-25,5.8,780,26.3423,"Uma executiva bem-sucedida coloca sua família e carreira em risco se envolver com seu estagiário bem mais jovem.  No thriller erótico de Halina Reijn, Romy (Nicole Kidman) é uma executiva que conquistou seu posto como CEO com muita dedicação. O mesmo se aplica a sua família e o casamento com Jacob (Antonio Banderas). Tudo o que construiu é posto à prova quando ela embarca em um caso tórrido e proibido com seu estagiário Samuel (Harris Dickinson), que é muito mais jovem. A partir daí ela anda corda bamba de suas responsabilidades e, também, nas dinâmicas de poder que envolvem suas relações.",en,Drama,Halina Reijn,Halina Reijn
14836,Coraline e o Mundo Secreto,2009-02-05,7.893,8410,26.8039,"Entediada em sua nova casa, a pequena Coraline descobre uma porta secreta que contém um mundo parecido com o dela, porém melhor em muitas maneiras. Coraline se encanta com a descoberta, mas logo descobre que há algo de errado quando seus pais alternativos tentam mantê-la eternamente nesse mundo paralelo.",en,"Animação, Família, Fantasia",Henry Selick,Henry Selick
198663,Maze Runner: Correr ou Morrer,2014-09-10,7.19,17396,25.0808,"Num cenário pós-apocalíptico, uma comunidade de rapazes descobre que estão presos num labirinto misterioso. Juntos, terão de descobrir como escapar, resolver o enigma e revelar o arrepiante segredo acerca de quem os colocou ali e por que razão.",en,"Ação, Mistério, Ficção científica, Thriller",Wes Ball,Grant Pierce Myers
1244944,A Mulher no Jardim,2025-03-27,6.14,203,25.8702,"Uma mulher misteriosa aparece repetidamente no jardim da frente de uma família, muitas vezes dando avisos assustadores ou mensagens perturbadoras, deixando os moradores questionando sua identidade, motivos e o perigo potencial que ela pode representar.",en,"Terror, Mistério",Jaume Collet-Serra,Sam Stefanak
1093237,Hurry Up Tomorrow: Além dos Holofotes,2025-05-14,5.459,74,22.5419,Um músico atormentado pela insônia embarca em uma odisseia ao lado de uma estranha que começa a revelar o cerne de sua existência.,en,"Música, Thriller",Trey Edward Shults,Trey Edward Shults
1045938,G20,2025-04-10,6.555,528,25.9758,"Quando a Cúpula do G20 é atacada, a presidente dos EUA Danielle Sutton torna-se o principal alvo. Nesta aventura repleta de ação e suspense, após conseguir evitar ser capturada pelos invasores, a presidente precisa ser mais esperta do que o inimigo para proteger sua família, defender seu país e salvaguardar os líderes mundiais.",en,"Ação, Mistério, Drama",Patricia Riggen,Logan Miller
361743,Top Gun: Maverick,2022-05-21,8.175,9922,26.5631,"Depois de mais de 30 anos de serviço como um dos principais aviadores da Marinha, Pete ""Maverick"" Mitchell está de volta, rompendo os limites como um piloto de testes corajoso. No mundo contemporâneo das guerras tecnológicas, Maverick enfrenta drones e prova que o fator humano ainda é essencial.",en,"Ação, Drama",Joseph Kosinski,Eric Warren Singer
346698,Barbie,2023-07-19,7.0,9984,24.5173,"No mundo mágico das Barbies, ""Barbieland"", uma das bonecas começa a perceber que não se encaixa como as outras. Depois de ser expulsa, ela parte para uma aventura no ""mundo real"", onde descobre que a beleza está no interior de cada um.",en,"Comédia, Aventura",Greta Gerwig,Noah Baumbach
346698,Barbie,2023-07-19,7.0,9984,24.5173,"No mundo mágico das Barbies, ""Barbieland"", uma das bonecas começa a perceber que não se encaixa como as outras. Depois de ser expulsa, ela parte para uma aventura no ""mundo real"", onde descobre que a beleza está no interior de cada um.",en,"Comédia, Aventura",Greta Gerwig,Noah Baumbach
634649,Homem-Aranha: Sem Volta Para Casa,2021-12-15,7.944,20823,24.3701,"Peter Parker é desmascarado e não consegue mais separar sua vida normal dos grandes riscos de ser um super-herói. Quando ele pede ajuda ao Doutor Estranho, os riscos se tornam ainda mais perigosos, e o forçam a descobrir o que realmente significa ser o Homem-Aranha...",en,"Ação, Aventura, Ficção científica",Jon Watts,Chris McKenna
9286,Premonição 3,2006-02-09,6.134,4158,25.6071,"Seis anos depois que um grupo de estudantes enganam pela primeira vez a morte, uma adolescente tem o pressentimento de que ela e seus amigos vão ter um acidente em uma montanha-russa. Quando a visão prova ser verdadeira, a estudante e os sobreviventes precisarão lidar com as repercussões de enganar a morte.",en,"Terror, Mistério",James Wong,James Wong
927342,Major Imortal,2024-10-31,7.371,232,25.267,"Honra, amor e sacrifício entram em conflito na vida do major Mukund Varadarajan e de sua esposa Indhu quando ele começa a subir na hierarquia do exército indiano.",ta,"Ação, Drama, Aventura, Guerra",Rajkumar Periasamy,Rajkumar Periasamy
845781,Operação Natal,2024-10-31,7.041,2548,25.5263,"Depois que o Papai Noel – codinome: Das Neves – é sequestrado, o Chefe de Segurança do Polo Norte deve se unir ao mais infame caçador de recompensas do mundo em uma missão global e cheia de ação para salvar o Natal.",en,"Ação, Comédia, Fantasia",Jake Kasdan,Chris Morgan
638507,Como Treinar o Seu Dragão: Volta ao Lar,2019-12-03,8.032,1022,25.4246,Soluço e Banguela se reúnem para lembrar as duas espécies do vínculo inseparável entre vikings e dragões.,en,"Animação, Fantasia, Aventura, Ação, Família",Tim Johnson,Jonathan Groff
411,"As Crônicas de Nárnia: O Leão, a Feiticeira e o Guarda-Roupa",2005-12-07,7.132,10945,25.8825,"Durante os bombardeios da Segunda Guerra Mundial de Londres, quatro irmãos ingleses são enviados para uma casa de campo onde eles estarão seguros. Um dia, Lucy encontra um guarda-roupa que a transporta para um mundo mágico chamado Nárnia. Depois de voltar, ela logo volta a Nárnia com seus irmãos, Peter e Edmund, e sua irmã, Susan. Lá eles se juntam ao leão mágico, Aslan, na luta contra a Feiticeira Branca.",en,"Aventura, Família, Fantasia",Andrew Adamson,Andrew Adamson
672,Harry Potter e a Câmara Secreta,2002-11-13,7.708,22585,25.4739,"Carros voadores, árvores que lutam e um misterioso elfo, com um aviso ainda mais misterioso. Harry Potter está pronto para dar início ao segundo ano de sua maravilhosa jornada no mundo da bruxaria. Em Hogwarts nesse ano, aranhas falam, cartas dão broncas e a habilidade de Harry para falar com cobras voltará contra ele. De clubes de duelo a jogadores de quadribol desonestos, esse será um ano de aventura e perigo para todos. Quando a mensagem sangrenta na parede anuncia que a Câmara Secreta foi aberta, Harry, Rony e Hermione percebem que para salvar Hogwarts será preciso muita mágica e coragem. Confira essa enfeitiçante adaptação do segundo livro da obra da escritora J.K. Rowling e prepare-se para ficar petrificado quando Harry Potter demonstrar que, mais que um bruxo, é um verdadeiro herói.",en,"Aventura, Fantasia",Chris Columbus,Steve Kloves
385687,Velozes & Furiosos 10,2023-05-17,7.038,5920,25.0382,"O fim da estrada está chegando. Velozes & Furiosos 10, é o décimo filme da franquia Velozes & Furiosos, lança os capítulos finais de uma grande saga, uma das mais famosas e populares do cinema, agora com sua terceira década e ainda mais forte. Com o mesmo elenco e personagens principais de quando começou. Ao longo de muitas missões e lutando contra todos os obstáculos impossíveis, Dom Toretto (Vin Diesel) e sua família foram mais espertos, mais furiosos e mais rápidos do que todos os inimigos em seu caminho. Agora, eles enfrentam o seu oponente mais letal: uma ameaça terrível das sombras do passado, alimentada por sede de vingança e determinada a destruir esta família.",en,"Ação, Crime, Thriller, Aventura, Mistério",Louis Leterrier,Dan Mazeau
957,S.O.S.: Tem um Louco Solto no Espaço,1987-06-24,6.842,3108,22.6306,"O planeta Spaceball está em crise, após seus vilões atrapalhados desperdiçarem a atmosfera do lugar. Agora, eles vão tentar roubar o ar de um planeta mais fraco, fazendo com que a princesa Vespa peça ajuda de dois mercenários intergalácticos.",en,"Comédia, Ficção científica",Mel Brooks,Mel Brooks
808,Shrek,2001-05-18,7.752,17741,22.5404,"Em um pântano distante vive Shrek, um ogro solitário que vê, sem mais nem menos, sua vida ser invadida por uma série de personagens de contos de fada, como três ratos cegos, um grande e malvado lobo e ainda três porcos que não têm um lugar onde morar. Todos eles foram expulsos de seus lares pelo maligno Lorde Farquaad. Determinado a recuperar a tranquilidade de antes, Shrek resolve encontrar Farquaad e com ele faz um acordo: todos os personagens poderão retornar aos seus lares se ele e seu amigo Burro resgatarem uma bela princesa, que é prisioneira de um dragão. Porém, quando Shrek e o Burro enfim conseguem resgatar a princesa logo eles descobrem que seus problemas estão apenas começando.",en,"Animação, Comédia, Fantasia, Aventura, Família",Vicky Jenson,Terry Rossio
11,Guerra nas Estrelas,1977-05-25,8.205,21233,21.6614,A princesa Leia é mantida refém pelas forças imperiais comandadas por Darth Vader. Luke Skywalker e Han Solo precisam libertá-la e restaurar a liberdade e a justiça na galáxia.,en,"Aventura, Ação, Ficção científica",George Lucas,George Lucas
573435,Bad Boys: Até o Fim,2024-06-05,7.4,2940,23.3608,"Depois que seu falecido ex-capitão é incriminado, Lowrey e Burnett tentam limpar seu nome, apenas para acabarem se tornando os mais procurados de Miami.",en,"Ação, Comédia, Crime, Thriller, Aventura",Bilall Fallah,Chris Bremner
9358,Premonição 2,2003-01-31,6.286,4399,25.5484,"Kimberly está na estrada com amigos quando tem a visão de um acidente com inúmeros carros e mortes, inclusive a sua. Apavorada, ela para na tentativa de evitar a ocorrência. Mas, infelizmente, o acidente acontece. Contudo, algumas das pessoas que deveriam ter morrido acabam se salvando. E é aí que o pesadelo começa. Agora, a Morte voltará para levar, um a um, todos aqueles que tiveram o traçado de seu destino alterado pela premonição da garota.",en,"Terror, Mistério",David R. Ellis,J. Mackye Gruber
1480799,A Máfia não Perdoa,2023-05-26,5.7,3,21.9263,"Bob é um poderoso mafioso, envolvido em uma série de atividades ilegais como tráfico de armas e lavagem de dinheiro. Mas o seu reinado pode estar com os dias contados após sua família ser atacada pelo seu pior inimigo.",pt,"Ação, Thriller",,
1365103,Marriage Unplugged,2024-10-28,6.0,1,22.938,,en,,Kim Nüesch,Florine Nüesch
1477453,Desastre Total: Festival Astroworld,2025-06-09,6.6,23,20.9594,"Com entrevistas de sobreviventes, paramédicos e a equipe do festival, este documentário examina a tragédia no Festival Astroworld, que aconteceu em 2021.",en,Documentário,Yemi Bamiro,
1453280,A Kind of Madness,2025-04-11,5.0,1,23.0864,,en,Drama,Christiaan Olwagen,
1356039,Contra-Ataque,2025-02-27,8.318,700,22.9083,"Uma missão de resgate faz surgir um novo inimigo, levando o capitão Guerrero e seus soldados de elite a enfrentar uma emboscada de um grupo criminoso.",es,"Ação, Aventura, Thriller",Chava Cartas,José Rubén Escalante Méndez
674,Harry Potter e o Cálice de Fogo,2005-11-16,7.8,21223,24.4555,"Quando o nome de Harry Potter emerge do Cálice de Fogo, ele se transforma em um competidor em uma extenuante batalha de magia entre três escolas de feiticeiros – o Torneio Tribruxo. Mas se Harry não se inscreveu para o tal torneio, quem o fez? Agora, Harry precisa confrontar um mortal dragão, ferozes demônios da água e um labirinto encantado aonde se deparará com Aquele-Que-Não-Deve-Ser-Nomeado. Nesta quarta adaptação da série Harry Potter, criada por J.K. Rowling, tudo está modificado, a começar pelo próprio Harry e seus inseparáveis amigos, Ron e Hermione, que deixam a infância para sempre e partem para desafios maiores do que tudo aquilo que um dia eles já imaginaram.",en,"Aventura, Fantasia",Mike Newell,Steve Kloves
19912,Premonição 4,2009-08-26,5.619,3538,24.4196,"Durante uma corrida de carros, Nick O'Bannon tem uma horrível premonição sobre uma sequência de eventos que causarão um sério acidente, matando diversos espectadores de forma brutal. Quando volta dessa visão, o garoto se dá conta de que tudo o que previu está prestes a acontecer e agora ele terá de correr contra o tempo para salvar a vida do máximo de pessoas possível.",en,"Terror, Mistério",David R. Ellis,Eric Bress
50433,L'alcova,1985-01-21,5.2,32,22.8146,,it,"Drama, Romance, Thriller",Joe D'Amato,Ugo Moretti
120,O Senhor dos Anéis: A Sociedade do Anel,2001-12-18,8.422,26047,23.3138,"Em uma terra fantástica e única, um hobbit recebe de presente de seu tio um anel mágico e maligno que precisa ser destruído antes que caia nas mãos do mal. Para isso, o hobbit Frodo tem um caminho árduo pela frente, onde encontra perigo, medo e seres bizarros. Ao seu lado para o cumprimento desta jornada, ele aos poucos pode contar com outros hobbits, um elfo, um anão, dois humanos e um mago, totalizando nove pessoas que formam a Sociedade do Anel.",en,"Aventura, Fantasia, Ação",Peter Jackson,Philippa Boyens
1125899,Cleaner,2025-02-19,6.532,285,22.8392,Ativistas criminosos fazem 300 reféns. Um extremista planeja assassinato em massa como mensagem para o mundo. Ex-soldada que virou limpadora de janelas tenta resgatar os reféns.,en,"Ação, Thriller",Martin Campbell,Paul Andrew Williams
496243,Parasita,2019-05-30,8.5,19141,21.0543,"Toda a família de Ki-taek está desempregada, vivendo num porão sujo e apertado. Uma obra do acaso faz com que o filho adolescente da família comece a dar aulas de inglês à garota de uma família rica. Fascinados com a vida luxuosa destas pessoas, pai, mãe, filho e filha bolam um plano para se infiltrarem também na família glamorosa, um a um. No entanto, os segredos e mentiras necessários à ascensão social custarão caro a todos.",ko,"Comédia, Thriller, Drama",Bong Joon Ho,Han Jin-won
8966,Crepúsculo,2008-11-20,6.286,13827,22.7782,"Isabella Swan é uma adolescente que vai morar com seu pai em uma nova cidade depois que sua mãe decide casar-se novamente. No colégio, ela fica fascinada por Edward Cullen, um garoto que esconde um segredo obscuro. Eles se apaixonam, mas Edward sabe que quanto mais avançam no relacionamento, mais ele está colocando Bella e aqueles à sua volta em perigo.",en,"Fantasia, Drama, Romance",Catherine Hardwicke,Melissa Rosenberg
502356,Super Mario Bros. O Filme,2023-04-05,7.619,9751,22.1269,"Os irmãos Mario e Luigi, de ascendência italiana, vivem em Brooklyn (Nova Iorque), onde trabalham como canalizadores. Certo dia, durante um serviço de reparação de uma conduta de água, são sugados por um tubo e transportados para o Reino Cogumelo, um universo paralelo governado pela Princesa Peach. Sem saber do paradeiro do irmão, Mario vai ter de aprender a sobreviver naquele lugar, adquirindo capacidades bizarras mas que serão grandes mais-valias para destruir os planos de Bowser, um verdadeiro vilão que tenciona dominar o mundo.",en,"Família, Comédia, Aventura, Animação",Aaron Horvath,Matthew Fogel
1247002,파과,2025-04-30,6.444,9,22.5659,,ko,"Ação, Mistério, Drama",Min Kyu-dong,Min Kyu-dong
1147416,"Miraculous World: Londres, Corrida Contra o Tempo",2024-11-14,7.4,268,22.0618,"Para salvar o futuro, Marinette, agora Chronobug, deve se unir a Bunnyx para resolver o mistério de quem descobriu a identidade secreta de Ladybug. Porque essa pessoa também conseguiu obter o Miraculous da Joaninha, e todos aqueles na Caixa dos Miraculous. Durante suas aventuras, as heroínas descobrem que o ladrão que descobriu o segredo final também é o novo portador do Miraculous da Borboleta. A única esperança de Marinette é ter sucesso em encontrar esse adversário que está escondido em algum lugar no tempo. Caso contrário, será o fim de Ladybug.",fr,"Animação, Aventura, Ação, Fantasia",Thomas Astruc,Thomas Astruc
603,Matrix,1999-03-31,8.227,26468,22.074,"Thomas Anderson, um jovem programador de computador que mora em um cubículo escuro, é atormentado por estranhos pesadelos nos quais encontra-se conectado por cabos e contra sua vontade, em um imenso sistema de computadores do futuro. Em todas essas ocasiões, acorda gritando no exato momento em que os eletrodos estão para penetrar em seu cérebro. À medida que o sonho se repete, Anderson começa a ter dúvidas sobre a realidade. Por meio do encontro com os misteriosos Morpheus e Trinity, Thomas descobre que é, assim como outras pessoas, vítima da Matrix, um sistema inteligente e artificial que manipula a mente das pessoas, criando a ilusão de um mundo real enquanto usa os cérebros e corpos dos indivíduos para produzir energia. Morpheus, entretanto, está convencido de que Thomas é Neo, o aguardado messias capaz de enfrentar a Matrix e conduzir as pessoas de volta à realidade e à liberdade.",en,"Ação, Ficção científica",Lilly Wachowski,Lilly Wachowski
1317159,Vejen hjem,2024-11-28,6.923,13,21.5749,,da,"Drama, Thriller",Charlotte Sieling,Charlotte Sieling
954,Missão: Impossível,1996-05-22,7.002,9323,22.553,"Durante uma missão em Praga, um grupo especial de agentes cai em uma cilada. O americano Ethan Hunt descobre que apenas ele e outra agente sobreviveram. Tomado como informante, ele foge e começa a agir por conta própria. Com a ajuda de um novo grupo, ele vai tentar limpar seu nome, descobrindo quem foi o espião que armou para o seu time.",en,"Aventura, Ação, Thriller",Brian De Palma,David Koepp
1405338,Demon City,2025-02-26,7.027,244,22.4526,"Acusado de matar a própria família e abandonado à beira da morte, um ex-assassino vai fazer de tudo para se vingar dos ""demônios"" mascarados que dominaram a cidade.",ja,"Ação, Crime, Fantasia, Thriller",Seiji Tanaka,Seiji Tanaka
1165642,Separados pelas Estrelas,2025-05-30,7.343,54,21.995,"Quando uma astronauta vai para Marte, a imensidão do espaço separa um grande amor neste romance de animação que atravessa o cosmos.",ko,"Animação, Romance, Ficção científica",Han Ji-won,Han Ji-won
269149,Zootopia: Essa Cidade é o Bicho,2016-02-11,7.747,16732,21.2442,"Judy Hopps é a pequena coelha de uma fazenda isolada, filha de agricultores que plantam cenouras há décadas. Mas ela tem sonhos maiores: pretende se mudar para a cidade grande, Zootopia, onde todas as espécies de animais convivem em harmonia, na intenção de se tornar a primeira coelha policial. Judy enfrenta o preconceito e as manipulações dos outros animais, mas conta com a ajuda inesperada da raposa Nick Wilde, conhecida por sua malícia e suas infrações. A inesperada dupla se dedica à busca de um animal desaparecido, descobrindo uma conspiração que afeta toda a cidade.",en,"Animação, Aventura, Família, Comédia",Rich Moore,Jared Bush
1118031,Apocalipse Z: O Princípio do Fim,2024-10-04,6.743,1087,21.7195,"Quando um tipo de raiva que transforma as pessoas em criaturas agressivas se espalha pelo planeta, Manel se isola em casa com seu gato, confiando em sua inteligência para sobreviver; mas logo eles precisam sair em busca de comida, por terra e por mar, esquivando-se de muitos perigos.",es,"Drama, Ação, Terror",Carles Torrens,Ángel Agudo
1245165,Viagem de Formatura: Mallorca,2025-05-30,5.408,38,20.9246,"2021. Depois de passar um ano em isolamento social, um grupo de estudantes começa sua viagem de formatura a Mallorca. É uma ideia perfeita para recuperar o tempo perdido e se divertir como nunca. Mas um surto de COVID interrompe os planos de todos e os obriga a se isolarem no hotel. Mais de 50 estudantes, um hotel, apenas duas professoras e muitos frigobares. O que poderia dar errado?",es,Comédia,Paco Caballero,Eric Navarro
1128655,O Surfista,2025-04-11,6.2,72,18.7384,"Um homem retorna à praia onde passava a infância para surfar com o filho. Porém, depois de ser humilhado por um grupo de influentes moradores locais, ele se vê arrastado para dentro de um conflito que aumenta com o calor torturante do verão, fazendo-o chegar até o limite.",en,"Drama, Thriller",Lorcan Finnegan,Thomas Martin
76600,Avatar: O Caminho da Água,2022-12-14,7.611,12615,20.3172,"12 anos depois de explorar Pandora e se juntar aos Na'vi, Jake Sully formou uma família com Neytiri e se estabeleceu entre os clãs do novo mundo. Porém, a paz não durará para sempre.",en,"Ficção científica, Aventura, Ação",James Cameron,James Cameron
315162,Gato de Botas 2: O Último Pedido,2022-12-07,8.215,8246,21.2997,"O Gato de Botas descobre que sua paixão pela aventura cobrou seu preço: ele queimou oito de suas nove vidas, deixando-o com apenas uma vida restante. Gato parte em uma jornada épica para encontrar o mítico Último Desejo e restaurar suas nove vidas.",en,"Animação, Aventura, Fantasia, Comédia, Família",Joel Crawford,Paul Fisher
315162,Gato de Botas 2: O Último Pedido,2022-12-07,8.215,8246,21.2997,"O Gato de Botas descobre que sua paixão pela aventura cobrou seu preço: ele queimou oito de suas nove vidas, deixando-o com apenas uma vida restante. Gato parte em uma jornada épica para encontrar o mítico Último Desejo e restaurar suas nove vidas.",en,"Animação, Aventura, Fantasia, Comédia, Família",Joel Crawford,Paul Fisher
1318856,Un mariage sans fin,2025-05-30,4.603,34,20.3022,"Durante um casamento num riade, na orla do deserto marroquino, Paul conhece Louna, a irmã e testemunha da noiva. Após um evento paranormal, veem-se ambos presos no mesmo espaço-tempo, forçados a viver o mesmo dia uma e outra vez. E assim começa uma história de amor, com um ciclo temporal e um casamento sem fim como pano de fundo.",fr,"Comédia, Romance, Fantasia",Patrick Cassir,Patrick Cassir
957119,Sidelined: QB e Eu,2025-02-06,6.129,66,20.4391,"Dallas, uma dançarina sobrecarregada, mas obstinada, está determinada a entrar na melhor escola de dança do país — a alma mater de sua falecida mãe. No entanto, esse sonho de repente sai dos trilhos quando o astro do futebol atrevido, mas secretamente enlutado, Drayton, entra em sua vida com uma história única. Os dois conseguirão crescer em seus sonhos juntos, ou seus sonhos serão deixados de lado?",en,"Comédia, Romance",Justin Wu,Mary Gulino
438631,Duna,2021-09-15,7.781,13624,19.728,"Em um futuro distante, planetas são comandados por casas nobres que fazem parte de um império feudal intergalático. Paul Atreides é um jovem cuja família toma o controle do planeta deserto Arrakis, também conhecido como Duna. A única fonte da especiaria Melange, a substância mais importante do cosmos, Arrakis se mostra ser um planeta nem um pouco fácil de governar.",en,"Ficção científica, Aventura",Denis Villeneuve,Eric Roth
1249213,Drop: Ameaça Anônima,2025-04-10,6.46,413,21.8399,"Uma mãe viúva em seu primeiro encontro em anos, que chega a um restaurante de luxo onde fica aliviada que seu encontro, Henry, é mais charmoso e bonito do que ela esperava. Mas a química deles começa a coagular quando Violet começa a ficar irritada e então aterrorizada por uma série de mensagens anônimas em seu telefone.",en,"Mistério, Thriller",Christopher Landon,Jillian Jacobs
550,Clube da Luta,1999-10-15,8.438,30369,19.9467,Um homem deprimido que sofre de insônia conhece um estranho vendedor de sabonetes chamado Tyler Durden. Eles formam um clube clandestino com regras rígidas onde lutam com outros homens cansados de suas vidas mundanas. Mas sua parceria perfeita é comprometida quando Marla chama a atenção de Tyler.,en,Drama,David Fincher,Jim Uhls
673,Harry Potter e o Prisioneiro de Azkaban,2004-05-31,8.012,22164,23.2415,"Quando a desprezível Tia Guida voa pelo céu na noite, Harry parte para o que será seu terceiro ano em Hogwarts. Um passeio no Nôitibus o leva para o Beco Diagonal onde ele fica sabendo que um prisioneiro foragido, Sirius Black está atrás dele. Em Hogwarts, Harry e seus amigos aprendem a delicada arte de se aproximar de um Hipogrifo, como transformar monstros em risadas e até mesmo a voltar no tempo. Dementadores sugadores de almas pairam sobre Hogwarts, ameaçando Harry, enquanto um seguidor de Aquele-Que-Não-Se-Deve-Nomear espreita pela escola. E Harry será forçado a confrontar todos eles. Dirigido por Alfonso Cuarón e baseado no terceiro livro de J.K. Rowling, essa maravilhosa história traz risadas, suspense e surpresas de tirar o fôlego, a especialidade dos filmes de Harry Potter. Prepare-se!",en,"Aventura, Fantasia",Alfonso Cuarón,Steve Kloves
48650,Um Quarto em Roma,2010-05-07,6.407,774,20.5928,Um quarto de hotel no centro de Roma serve de palco para que duas jovens recém-conhecidas tenham uma aventura física que toca suas almas.,es,"Drama, Romance",Julio Medem,Julio Medem
138843,Invocação do Mal,2013-07-18,7.54,11897,20.7551,"Harrisville, Rhode Island, Estados Unidos, 1968. Os investigadores paranormais Ed e Lorraine Warren trabalham para ajudar uma família aterrorizada por uma presença sombria em sua fazenda. Forçados a confrontar uma entidade poderosa, os Warrens se vêem presos no caso mais aterrorizante de suas vidas. Baseado numa história real.",en,"Terror, Thriller",James Wan,Carey Hayes
