id_filme,titulo,data_lancamento,media_avaliacoes,numero_avaliacoes,popularidade,sinopse,idioma_original,generos,diretor,roteirista
439079,A Freira,2018-09-05,5.901,6817,13.071,"Presa em um convento na Romênia, uma freira comete suicídio. Para investigar o caso, o Vaticano envia um padre assombrado e uma noviça prestes a se tornar freira. Arriscando suas vidas, a fé e até suas almas, os dois descobrem um segredo profano e se confrontam com uma força do mal que toma a forma de uma freira demoníaca e transforma o convento em um campo de batalha.",en,Terror,Corin Hardy,Gary Dauberman
284054,Pantera Negra,2018-02-13,7.373,22613,12.766,"O príncipe T'Challa retorna a Wakanda para ser coroado rei. Assumindo o manto de Pantera Negra, ele vai à caça de um vilão que roubou um precioso metal de seu país.",en,"Ação, Aventura, Ficção científica",Ryan Coogler,Ryan Coogler
810,Shrek Terceiro,2007-05-17,6.297,9290,11.1946,"O rei Harold, pai de Fiona, morre repentinamente. Com isto Shrek precisa ser coroado rei, algo que ele jamais pensou em ser. Juntamente com o Burro e o Gato de Botas, ele precisa encontrar alguém que possa substituí-lo no cargo de soberano do Reino de Tão, Tão Distante. O principal candidato é Artie, um jovem desprezado por todos em sua escola, que é primo de Fiona.",en,"Fantasia, Aventura, Animação, Comédia, Família",Chris Miller,Peter S. Seaman
980489,Gran Turismo: De Jogador a Corredor,2023-08-09,7.753,2988,12.6339,"Baseado na história de Jann Mardenborough, e relata a trajetória de um jogador de videogame que utilizou suas habilidades nos simuladores para se tornar um piloto profissional de verdade.",en,"Aventura, Ação, Drama",Neill Blomkamp,Jason Hall
24021,A Saga Crepúsculo: Eclipse,2010-06-23,6.202,8915,12.9461,"Bella mais uma vez encontra-se rodeada pelo perigo, já que Seattle está sendo devastada por uma sequência de misteriosos assassinatos e um malicioso vampiro continua em sua busca por vingança. Em meio a tudo isso, ela é forçada a escolher entre Edward e Jacob, sabendo que sua decisão tem o poder de incendiar a luta entre os vampiros e os lobisomens. Prestes a concluir a graduação, Bella tem que enfrentar a decisão mais importante da sua vida.",en,"Aventura, Fantasia, Drama, Romance",David Slade,Melissa Rosenberg
454626,Sonic: O Filme,2020-02-12,7.308,9958,13.8794,"Sonic, o ouriço azul mais veloz do mundo, vive isolado e sem amigos na Terra desde que precisou fugir de seu planeta natal. Todavia, ele recebe a ajuda de um policial quando o Dr. Ivo Robotinik, a mando do governo dos Estados Unidos, começa a persegui-lo.",en,"Ação, Ficção científica, Comédia, Família",Jeff Fowler,Josh Miller
350,O Diabo Veste Prada,2006-06-29,7.393,12342,12.7071,"Andrea Sachs é uma jovem que conseguiu um emprego na Runaway Magazine, a mais importante revista de moda de Nova York. Ela passa a trabalhar como assistente de Miranda Priestly, principal executiva da revista. Apesar da chance que muitos sonhariam em conseguir, logo Andrea nota que trabalhar com Miranda não é tão simples assim.",en,"Drama, Comédia",David Frankel,Aline Brosh McKenna
240832,Lucy,2014-07-25,6.464,16371,13.4178,"Quando a inocente jovem Lucy (Scarlett Johansson) aceita transportar drogas dentro do seu estômago, ela não conhece muito bem os riscos que corre. Por acaso, ela acaba absorvendo as drogas, e um efeito inesperado acontece: Lucy ganha poderes sobre-humanos, incluindo a telecinesia, a ausência de dor e a capacidade de adquirir conhecimento instantaneamente.",en,"Ação, Ficção científica",Luc Besson,Luc Besson
1013601,The Alto Knights: Máfia e Poder,2025-03-19,6.252,208,11.9004,"Dois dos mais notórios chefes do crime organizado, Frank Costello e Vito Genovese, disputam pelo controle das ruas da cidade de Nova Iorque. Outrora melhores amigos, ciúmes mesquinhos e uma série de traições os colocam numa rota de colisão fatal que vai transformar a Máfia (e a América) para sempre.",en,"Crime, Drama, História",Barry Levinson,Nicholas Pileggi
959604,L'Amour ouf,2024-10-16,7.247,817,12.0638,,fr,"Romance, Crime, Drama",Gilles Lellouche,Gilles Lellouche
953,Madagascar,2005-05-25,6.911,11150,12.9726,"O leão Alex é a grande atração do zoológico do Central Park, em Nova York. Ele e seus melhores amigos, a zebra Marty, a girafa Melman e a hipopótamo Gloria, sempre passaram a vida em cativeiro e desconhecem o que é morar na selva. Curioso em saber o que há por trás dos muros do zoo, Marty decide fugir e explorar o mundo. Ao perceberem, Alex, Gloria e Melman decidem partir à sua procura. O trio encontra Marty na estação Grand Central do metrô, mas antes que consigam voltar para casa são atingidos por dardos tranquilizantes e capturados. Embarcados em um navio rumo à África, eles acabam na ilha de Madagascar, onde precisam encontrar meios de sobrevivência em uma selva verdadeira.",en,"Família, Animação, Aventura, Comédia",Eric Darnell,Billy Frolick
1212121,Homem com H,2025-05-01,8.8,27,12.9076,"Dono de uma voz inconfundível e de performances memoráveis, Ney Matogrosso morava com os pais e irmãos na pequena cidade de Bela Vista (MS). Os embates com o pai, que insistia que o menino “virasse homem”, levaram Ney a se afastar da família, antes de enveredar para a vida artística. Anos depois de sair de casa, em São Paulo, estreou como vocalista dos Secos e Molhados, dando início às performances históricas que o definiram como um dos maiores artistas brasileiros da atualidade.",pt,"Drama, Música",Esmir Filho,Esmir Filho
280,O Exterminador do Futuro 2: O Julgamento Final,1991-07-03,8.127,13366,12.4776,"O jovem John Connor é a chave para a vitória da civilização sobre uma rebelião de robôs do futuro. No entanto, ele torna-se alvo de T-1000, um exterminador que pode assumir a forma que desejar e que foi enviado do futuro para matá-lo. Outro exterminador, o renovado T-800, também é enviado de volta ao passado para proteger o garoto. Quando John e sua mãe embarcam na fuga com T-800, o menino cria um vínculo forte e inesperado com o robô.",en,"Ação, Thriller, Ficção científica",James Cameron,James Cameron
718930,Trem-Bala,2022-08-03,7.435,6701,12.0937,"5 assassinos da máfia japonesa se encontram à bordo de um trem-bala que faz o trajeto entre as cidades Tóquio até Morioka com poucas paradas. Assim, a tensão entre esse grupo de habilidosos e mortais profissionais só aumentam quando eles descobrem a presença um do outro e começam a entrar em conflito em si.",en,"Ação, Comédia, Thriller",David Leitch,Zak Olkewicz
917496,Os Fantasmas Ainda se Divertem: Beetlejuice Beetlejuice,2024-09-04,7.005,2590,11.8102,"Depois de uma tragédia familiar inesperada, três gerações da família Deetz voltam para casa em Winter River. Ainda assombrada por Beetlejuice, a vida de Lydia vira de cabeça para baixo quando sua filha adolescente rebelde, Astrid, descobre a misteriosa maquete da cidade no sótão, e o portal para a vida após a morte é acidentalmente aberto. Com problemas em ambos os reinos, é apenas uma questão de tempo até que alguém diga o nome de Beetlejuice três vezes, e o demônio travesso volte para levar ao mundo seu próprio estilo de caos.",en,"Terror, Comédia, Fantasia",Tim Burton,Miles Millar
419430,Corra!,2017-02-24,7.619,17920,11.6269,"Agora que Chris e sua namorada, Rose, chegaram à fase de conhecer os pais no namoro, ela o convida para um fim de semana no interior com Missy e Dean. A princípio, Chris acha que o comportamento excessivamente agradável dos dois como tentativas nervosas de lidar com o relacionamento inter-racial da filha, mas, conforme o fim de semana avança, uma série de descobertas cada vez mais perturbadoras o levam a uma verdade que ele jamais poderia ter imaginado.",en,"Mistério, Thriller, Terror",Jordan Peele,Jordan Peele
746036,O Dublê,2024-04-24,7.015,3030,12.3574,Colt é um dublê que tem uma tremenda queda pela diretora do filme que está filmando. As coisas começam a dar errado quando o ator principal do filme desaparece.,en,"Ação, Comédia, Drama, Romance",David Leitch,Drew Pearce
10192,Shrek Para Sempre,2010-05-20,6.383,7564,12.1042,"Shrek faz um pacto com Rumpelstiltskin para sentir-se como um ogro de verdade novamente, mas ele é enganado e enviado para uma versão distorcida de Tão, Tão Distante - onde Rumpelstiltskin é rei, ogros são caçados, e ele e Fiona nunca se encontraram - ele decide restaurar o seu mundo e recuperar seu verdadeiro amor.",en,"Comédia, Aventura, Fantasia, Animação, Família",Mike Mitchell,Josh Klausner
109418,Gente Grande 2,2013-07-11,6.141,4439,12.1207,"Lenny Feder e sua família se mudam para sua cidade natal para ficar perto dos amigos, mas acabam tendo que enfrentar alguns fantasmas do passado, como a covardia diante de valentões e o famigerado bullying na escola.",en,Comédia,Dennis Dugan,Fred Wolf
646389,Alerta Máximo,2023-01-12,6.925,2388,14.8431,O piloto Brodie Torrance salva seus passageiros de um raio pousando em uma ilha. Os moradores rebeldes e perigosos do local fazem a tripulação refém e Torrance procura ajuda de um passageiro acusado de assassinato.,en,"Ação, Aventura, Thriller",Jean-François Richet,Charles Cumming
438695,Sing 2,2021-12-01,7.85,4545,12.7805,Buster Moon e seus amigos devem persuadir o recluso astro do rock Clay Calloway a se juntar a eles para a abertura de um novo show.,en,"Família, Comédia, Música, Animação",Garth Jennings,Garth Jennings
85430,Girl Play,2004-07-11,5.8,25,12.7529,,en,"Comédia, Romance",Lee Friedlander,Robin Greenspan
49521,O Homem de Aço,2013-06-12,6.633,15459,11.4621,"Um garoto descobre que não é deste planeta e que tem poderes extraordinários. Quando se torna adolescente, viaja para descobrir de onde veio e para o quê foi enviado a fazer. Mas o herói nele deve emergir se quiser salvar o mundo da aniquilação e se tornar o símbolo de esperança para toda a humanidade.",en,"Ação, Aventura, Ficção científica",Zack Snyder,David S. Goyer
272,Batman Begins,2005-06-10,7.714,21526,12.5739,"Marcado pelo assassinato de seus pais quando ainda era criança, o milionário Bruce Wayne decide viajar pelo mundo em busca de encontrar meios que lhe permitam combater a injustiça e provocar medo em seus adversários. Após retornar a Gotham City, sua cidade-natal, ele idealiza seu alter-ego: Batman, um justiceiro mascarado que usa força, inteligência e um arsenal tecnológico para combater o crime.",en,"Ação, Crime, Drama",Christopher Nolan,Christopher Nolan
615453,Ne Zha,2019-07-26,7.908,528,13.1773,"O filme conta a história da queda do impiedoso imperador Di Xin, também conhecido como Zhou, da Dinastia Shang. Deuses e deusas, os Oito Imortais e espíritos fazem parte da mitologia chinesa usada na animação.  - Ne Zha é o primeiro recurso de animação 3D da China lançado em IMAX.  - Baseado no livro ""Investiture of the Gods"" [Fengshen Yanyi - Título original: 封神演義], escrito por Xu Zhonglin e Lu Xixing, publicado no século XVI, um dos maiores romances da Dinastia Ming.  - O filme que da sequência a história de Ne Zha é ""Legend of Deification"".",zh,"Animação, Fantasia, Aventura",Yang Yu,Yang Yu
1017129,Чинк - хвостатый детектив,2022-11-17,8.8,2,13.0708,,ru,"Animação, Comédia, Mistério, Aventura, Família",Григорий Вожакин,Andrey Zhitkov
22705,A Pervertida,2000-01-28,5.7,267,12.3093,"Carla é uma garota de vinte anos, com corpo escultural, alegre, de uma sensualidade exuberante Quando decide alugar um apartamento para Matteo, o homem por quem está apaixonada, ela conhece Moira, a proprietária da agência, que irá incluir Carla em diversos eventos eróticos. Matteo não sabe de nada, embora suspeite de Carla. E Mesmo que ele enlouqueça de ciúme ao imaginar sua garota nos braços de outro, este mesmo ciúme o torna cada vez mais apaixonado por ela.",it,"Comédia, Drama, Romance",Tinto Brass,Carla Cipriani
585511,Luck,2022-08-05,7.773,1803,12.1667,"A corajosa e azarada Sam Greenfield se aventura na encantada Terra da Sorte, onde terá que se aliar a criaturas mágicas para mudar seu destino. Gregório Duvivier empresta sua voz para o gato Bob na versão dublada.",en,"Animação, Aventura, Comédia, Fantasia",Peggy Holmes,Kiel Murray
181808,Star Wars: Episódio VIII - Os Últimos Jedi,2017-12-13,6.775,15653,13.3425,"A tranquila e solitária vida de Luke Skywalker sofre uma reviravolta quando ele conhece Rey, uma jovem que mostra fortes sinais da Força. O desejo dela de aprender o estilo dos Jedi força Luke a tomar uma decisão que mudará sua vida para sempre. Enquanto isso, Kylo Ren e o General Hux lideram a Primeira Ordem para um ataque total contra Leia e a Resistência pela supremacia da galáxia.",en,"Aventura, Ação, Ficção científica",Rian Johnson,Rian Johnson
635302,Demon Slayer: Mugen Train - O Filme,2020-10-16,8.209,4103,11.8452,"Tanjiro Kamado, junto com Inosuke Hashibira, um garoto criado por javalis que usa uma cabeça de javali, e Zenitsu Agatsuma, um garoto assustado que revela seu verdadeiro poder quando dorme, embarca no Trem Infinito em uma nova missão com o Hashira de Fogo, Kyojuro Rengoku, para derrotar um demônio que tem atormentado o povo e matado os caçadores de oni que se opõem a ele!",ja,"Animação, Ação, Fantasia, Thriller",Haruo Sotozaki,Koyoharu Gotouge
635302,Demon Slayer: Mugen Train - O Filme,2020-10-16,8.209,4103,11.8452,"Tanjiro Kamado, junto com Inosuke Hashibira, um garoto criado por javalis que usa uma cabeça de javali, e Zenitsu Agatsuma, um garoto assustado que revela seu verdadeiro poder quando dorme, embarca no Trem Infinito em uma nova missão com o Hashira de Fogo, Kyojuro Rengoku, para derrotar um demônio que tem atormentado o povo e matado os caçadores de oni que se opõem a ele!",ja,"Animação, Ação, Fantasia, Thriller",Haruo Sotozaki,Koyoharu Gotouge
615656,Megatubarão 2,2023-08-02,6.43,3611,12.142,Um mergulho exploratório nas profundezas do oceano de uma ousada equipe de pesquisa se transforma em caos quando uma operação de mineração malévola ameaça sua missão e os força a uma batalha de alto risco pela sobrevivência.,en,"Ação, Ficção científica, Terror",Ben Wheatley,Erich Hoeber
12153,As Branquelas,2004-06-23,6.929,4182,12.6742,O que acontece quando dois atrapalhados agentes do FBI se disfarçam de princesas mega-ricas para se infiltrarem na alta sociedade? O resultado é situações extremamente engraçadas e diversão total ao ver estes dois irmãos azarados transformando-se em duas senhoritas refinadas e com estilo!,en,"Comédia, Crime",Keenen Ivory Wayans,Xavier Cook
530385,Midsommar: O Mal Não Espera a Noite,2019-07-03,7.153,7442,11.9085,"Dani e Christian formam um jovem casal americano com um relacionamento prestes a desmoronar. Mas depois que uma tragédia familiar os mantém juntos, Dani, que está de luto, convida-se para se juntar a Christian e seus amigos em uma viagem para um festival de verão único em uma remota vila sueca. O que começa como férias despreocupadas de verão em uma terra de luz eterna toma um rumo sinistro quando os moradores do vilarejo convidam o grupo a participar de festividades que tornam o paraíso pastoral cada vez mais preocupante e visceralmente perturbador.",en,"Terror, Drama, Mistério",Ari Aster,Ari Aster
424,A Lista de Schindler,1993-12-15,8.564,16481,14.527,"O alemão Oskar Schindler viu na mão de obra judia uma solução barata e viável para lucrar com negócios durante a guerra. Com sua forte influência dentro do partido nazista, foi fácil conseguir as autorizações e abrir uma fábrica. O que poderia parecer uma atitude de um homem não muito bondoso, transformou-se em um dos maiores casos de amor à vida da História, pois este alemão abdicou de toda sua fortuna para salvar a vida de mais de mil judeus em plena luta contra o extermínio alemão.",en,"Drama, História, Guerra",Steven Spielberg,Steven Zaillian
637649,Infiltrado,2021-04-22,7.611,5604,11.6147,"Harry, conhecido apenas como H, é um homem misterioso que trabalha para uma empresa de carros-fortes e movimenta grandes quantias de dinheiro pela cidade de Los Angeles. Quando, ao impedir um assalto, ele surpreende a todos com suas habilidades de combate, suas verdadeiras intenções começam a ser questionadas e um plano maior é revelado.",en,"Ação, Crime, Thriller",Guy Ritchie,Ivan Atkinson
168259,Velozes & Furiosos 7,2015-04-01,7.223,10837,13.1081,"Após os acontecimentos em Londres, Dom, Brian, Letty e o resto da equipe têm a chance de voltar para os Estados Unidos e recomeçar suas vidas. Mas a tranquilidade do grupo é destruída quando Deckard Shaw, um assassino profissional, quer vingança pelo acidente que deixou seu irmão em coma. Agora, a equipe tem de unir forças para deter um vilão novo e ainda mais perigoso. Dessa vez, não se trata apenas de uma questão de velocidade: a corrida é pela sobrevivência.",en,"Ação, Aventura, Crime, Drama, Thriller",James Wan,Chris Morgan
91417,Dragões: O Presente do Fúria da Noite,2011-11-15,7.2,395,13.5331,"Os Dragões estão de volta... A história épica de Soluço e Banguela continua em uma emocionante e nova aventura, para explorar uma ilha de dragões nunca vista antes. Muita ação e cuspidores de fogo colidem nesta história emocionante.",en,"Animação, Comédia, Aventura, Família",Tom Owens,Adam F. Goldberg
777443,The Electric State,2025-03-07,6.541,1212,16.4611,"Uma adolescente órfã pega a estrada com um robô misterioso em busca do irmão há muito tempo desaparecido, encontrando no caminho um contrabandista e seu ajudante hilário.",en,"Ficção científica, Aventura, Ação",Anthony Russo,Christopher Markus
419825,The Phoenix Tapes '97,2016-09-26,6.271,35,11.9192,,en,"Terror, Ficção científica, Thriller",Turner Clay,
41264,Africa Addio,1966-02-11,6.417,42,14.5078,,it,"Documentário, Terror",Franco Prosperi,Gualtiero Jacopetti
1607,Desafio no Bronx,1993-10-01,7.876,2621,12.4492,"Bronx, 1960. Um garoto de nove anos, filho de um motorista de ônibus, testemunha um assassinato cometido pelo principal gângster do bairro, mas quando a polícia o interroga ele não delata o criminoso. A partir de então surge uma amizade entre os dois, que seu pai não aprova, pois não quer ver o filho envolvido com um criminoso. Mas através dos anos este vínculo cresce e algo, sendo impossível de ser impedido ou controlado.",en,"Drama, Crime",Robert De Niro,Chazz Palminteri
645710,Observadores,2021-08-25,6.55,1017,12.3629,"Depois de se mudarem para um lindo apartamento no centro de Montreal, um jovem casal começa a se interessar cada vez mais pela vida sexual de seus vizinhos excêntricos do outro lado da rua. O que começa como uma curiosidade inocente aos poucos se transforma em uma obsessão doentia, depois que descobrem que um dos vizinhos está traindo o outro. A tentação e o desejo fazem com que suas vidas se enredem de maneiras inesperadas, levando a consequências mortais.",en,Thriller,Michael Mohan,Michael Mohan
365177,Borderlands: O Destino do Universo Está em Jogo,2024-08-07,5.656,1227,11.4411,"Uma infame caçadora de recompensas retorna ao lugar onde cresceu, o caótico planeta Pandora, e forma uma aliança inesperada com uma equipe de desajustados para encontrar a filha desaparecida...",en,"Ação, Ficção científica, Comédia",Eli Roth,Joe Crombie
545611,Tudo em Todo o Lugar ao Mesmo Tempo,2022-03-24,7.758,7095,11.5457,"Uma imigrante chinesa parte rumo a uma aventura onde, sozinha, precisará salvar o mundo, explorando outros universos e outras vidas que poderia ter vivido. Contudo, as coisas se complicam quando ela fica presa nessa infinidade de possibilidades sem conseguir retornar para casa.",en,"Ação, Aventura, Ficção científica",Daniel Scheinert,Daniel Kwan
765897,Invencível,2025-02-20,7.586,70,12.2066,"Um menino tem uma doença rara de ossos frágeis e autismo. Mas o que o torna verdadeiramente único é a sua visão de mundo alegre, divertida e afirmativa, que transforma e une todos ao seu redor.",en,"Família, Drama",Jon Gunn,Jon Gunn
4488,Sexta-Feira 13,1980-05-09,6.415,3077,11.193,"O Acampamento Crystal Lake será reaberto. Monitores ansiosos, seus olhos brilhando com nobres ideais, e seus hormônios à flor da pele, estão prontos para liderar as canções e brincadeiras dos hóspedes. Mas há um jogo que não constava na lista de atividades. Alguém resolveu brincar de ""Mate o Monitor.""",en,Terror,Sean S. Cunningham,Victor Miller
91314,Transformers: A Era da Extinção,2014-06-25,5.941,8344,11.5765,"Após a batalha entre os Autobots e os Decepticons, que arrasou Chicago, os gigantescos robôs alienígenas desapareceram. Atualmente, eles são caçados pelos humanos, que não desejam passar por apuros novamente. Porém, enquanto a humanidade tenta se recuperar dessa terrível batalha, uma nova ameaça paira sobre a Terra.",en,"Ficção científica, Ação, Aventura",Michael Bay,Ehren Kruger
1410082,O Atirador: A Última Batalha,2025-01-21,6.677,147,12.6316,"Para impedir uma superarma, Brandon Beckett se junta a um grupo de elite de soldados em Costa Verde.",en,"Ação, Thriller",Danishka Esterhazy,Sean Wathen
855,Falcão Negro em Perigo,2001-12-28,7.4,5951,10.4252,"Em outubro de 1993, durante a guerra civil da Somália, uma força de elite americana é enviada para capturar generais locais. Porém, após dois helicópteros serem derrubados, o que deveria ser uma operação simples se torna uma extensa batalha.",en,"Ação, Guerra, História",Ridley Scott,Ken Nolan
36225,徳川女刑罰絵巻　牛裂きの刑,1976-09-04,6.0,27,10.8713,,ja,"Terror, Drama",Yuji Makiguchi,Seiko Shimura
250546,Annabelle,2014-10-02,5.784,6234,11.5302,"Um casal se prepara para a chegada de sua primeira filha e compra para ela uma boneca. Quando sua casa é invadida por membros de uma seita, o casal é violentamente atacado e a boneca, Annabelle, se torna recipiente de uma entidade do mal.",en,Terror,John R. Leonetti,Gary Dauberman
381284,Estrelas Além do Tempo,2016-12-10,8.054,9987,13.4026,"Ano 1961, em plena Guerra Fria, Estados Unidos e União Soviética disputam a supremacia na corrida espacial ao mesmo tempo em que a sociedade norte-americana lida com uma profunda cisão racial, entre brancos e negros. Tal situação é refletida também na NASA, onde um grupo de funcionárias negras é obrigada a trabalhar a parte. É lá que estão Katherine Johnson, Dorothy Vaughn e Mary Jackson, grandes amigas que, além de provar sua competência dia após dia, precisam lidar com o preconceito arraigado para que consigam ascender na hierarquia da NASA.",en,"Drama, História",Theodore Melfi,Allison Schroeder
889737,Coringa: Delírio a Dois,2024-10-01,5.433,2427,10.4758,"Arthur Fleck está institucionalizado em Arkham à espera do julgamento por seus crimes como Coringa. Enquanto luta com sua dupla identidade, Arthur não apenas se depara com o amor verdadeiro, como encontra a música que sempre esteve dentro dele.",en,"Drama, Crime, Thriller",Todd Phillips,Scott Silver
12155,Alice no País das Maravilhas,2010-03-03,6.634,14261,11.8424,"A Alice de 19 anos de idade, que regressa ao excêntrico mundo que encontrou pela primeira vez quando era criança reunindo-se assim com os seus amigos de infância: o Coelho Branco, Tweedledee e Tweedledum, a Ratazana, a Lagarta, o Gato Cheshire, e claro, o Chapeleiro Louco. Alice embarca numa fantástica viagem para encontrar o seu verdadeiro destino e acabar com o reino de terror da Rainha Vermelha.",en,"Família, Fantasia, Aventura",Tim Burton,Linda Woolverton
851644,Garota do Século 20,2022-10-06,8.2,735,12.488,O ano é 1999 e uma adolescente começa a monitorar o garoto pelo qual a melhor amiga está apaixonada. Tudo vai bem até que um outro amor começa a dar as caras.,ko,"Romance, Drama",Bang Woo-ri,Bang Woo-ri
297802,Aquaman,2018-12-07,6.876,14355,10.5417,"A cidade de Atlantis, que já foi lar de uma das mais avançadas civilizações do mundo, agora é um reino submerso dominado pelo ganancioso Rei Orm. Com um vasto exército a seu dispor, Orm planeja conquistar tanto os demais reinos do oceano, quanto o mundo da superfície. Em seu caminho está Aquaman, meio-humano e meio-atlante, e verdadeiro herdeiro do trono. Com a ajuda da princesa Mera, Aquaman precisa recuperar o lendário Tridente de Atlan e aceitar seu destino como protetor das profundezas.",en,"Ação, Aventura, Fantasia",James Wan,David Leslie Johnson-McGoldrick
924525,Harta,2021-11-06,0.0,0,10.6451,,es,Drama,Júlia de Paz,Júlia de Paz
1111873,Abigail,2024-04-16,6.7,1591,14.2996,"Um grupo de criminosos sequestra a filha de 12 anos de uma figura poderosa. Mantendo-a em uma mansão isolada, o plano deles começa a desmoronar quando descobrem que a jovem prisioneira é na verdade uma menina nada normal.",en,"Terror, Thriller",Tyler Gillett,Stephen Shields
1208808,Plantão Noturno,2024-12-05,6.3,150,11.374,Uma nova enfermeira do plantão noturno em um pequeno hospital é assombrada pelo fantasma sinistro e enigmático de uma enfermeira que pune aqueles que não seguem suas regras rígidas.,es,Terror,Rigoberto Castañeda,Rigoberto Castañeda
348893,Boyka: O Imbatível,2016-08-01,7.15,1375,12.5151,"No quarto capítulo da franquia de luta, Boyka está atirando para as grandes ligas quando uma morte acidental no ringue faz dele questionar tudo o que ele representa. Quando ele descobre que a esposa do homem que ele matou acidentalmente está em apuros, Boyka oferece para lutar em uma série de batalhas impossíveis para libertá-la de uma vida de servidão.",en,"Ação, Drama, Thriller",Todor Chapkanov,David N. White
634528,Na Mira do Perigo,2021-01-15,6.807,1648,7.3325,Um fazendeiro na fronteira do Arizona se torna o improvável defensor de um jovem mexicano que foge desesperadamente dos assassinos do cartel que o perseguiram até os EUA.,en,"Ação, Drama, Thriller",Robert Lorenz,Robert Lorenz
284052,Doutor Estranho,2016-10-25,7.418,22577,11.3266,"Após sua carreira ser destruída, um brilhante, porém arrogante, cirurgião ganha uma nova chance em sua vida quando um feiticeiro o treina para se tornar o Mago Supremo.",en,"Ação, Aventura, Fantasia",Scott Derrickson,Scott Derrickson
466420,Assassinos da Lua das Flores,2023-10-18,7.426,3647,11.8206,"Na década de 1920, em Oklahoma, o povo da tribo Osage começa a ser assassinado após petróleo ser descoberto sob suas terras. O mistério começa a ser investigado por uma organização que ficaria conhecida como FBI.",en,"Crime, História, Drama",Martin Scorsese,Martin Scorsese
1471325,American Thunder: Da NASCAR a Le Mans,2025-06-11,0.0,0,11.7769,"A NASCAR tenta realizar o sonho de infância de seu fundador, Jim France: correr com um carro da stock car na histórica corrida de 24 horas em Le Mans.",en,Documentário,Brad Lockhart,Griffin Van Malssen
76341,Mad Max: Estrada da Fúria,2015-05-13,7.623,23154,11.9176,"Em um mundo apocalíptico, Max Rockatansky acredita que a melhor forma de sobreviver é não depender de ninguém. Porém, após ser capturado pelo tirano Immortan Joe e seus rebeldes, Max se vê no meio de uma guerra mortal, iniciada pela imperatriz Furiosa que tenta salvar um grupo de garotas. Também tentando fugir, Max aceita ajudar Furiosa. Dessa vez, o tirano Joe está ainda mais implacável pois teve algo insubstituível roubado.",en,"Ação, Aventura, Ficção científica",George Miller,George Miller
85,Indiana Jones e os Caçadores da Arca Perdida,1981-06-12,7.924,12899,11.9765,"Em 1936, o professor e arqueólogo Indiana Jones é contratado pelo governo para encontrar a Arca da Aliança, que segundo as escrituras bíblicas conteria ""Os Dez Mandamentos"" que Deus revelou a Moisés no Monte Horeb. Mas como a lenda diz que o exército que a possuir será invencível, Indiana Jones terá um adversário de peso na busca pela arca perdida: o regime nazista de Adolf Hitler.",en,"Aventura, Ação",Steven Spielberg,Lawrence Kasdan
1885,Karatê Kid: A Hora da Verdade,1984-06-22,7.203,4365,11.4442,"O adolescente Daniel LaRusso se envolve com a ex-namorada de um mau caráter na escola e passa a ser atormentado por sua gangue. Para sua sorte, ele contará com os ensinamentos de um mestre de karatê, o senhor Miyagi, que o prepara para autodefesa e também para um importante campeonato.",en,"Ação, Aventura, Drama, Família",John G. Avildsen,Robert Mark Kamen
846817,ليل,2024-09-07,10.0,0,12.3252,,ar,Animação,Ahmad Saleh,
8681,Busca Implacável,2008-02-18,7.395,11516,11.2853,"Bryan Mills é um ex-agente do governo, que deixou o emprego para que pudesse passar mais tempo com Kim, a filha que teve com sua ex-esposa Lenore. Ele passa então a trabalhar com antigos colegas, realizando serviços leves de segurança particular. Um dia Kim pede ao pai autorização para que viaje a Paris com uma amiga, a qual é negada pelo fato de que Bryan sabe bem os perigos que ela correria em um país estranho. Isto não a impede, fazendo a viagem assim mesmo. Só que o temor de Bryan se concretiza, já que logo após a chegada Kim e sua amiga desaparecem.",en,"Ação, Thriller",Pierre Morel,Luc Besson
93685,Swingers,2002-10-01,5.8,60,11.1472,,nl,"Romance, Drama",Stephan Brenninkmeijer,Stephan Brenninkmeijer
10020,A Bela e a Fera,1991-10-22,7.7,10177,11.7068,"Em uma pequena aldeia da França vive Belle, uma jovem inteligente que é considerada estranha pelo moradores da localidade, e seu pai, Maurice, um inventor que é visto como um louco. Ela é cortejada por Gaston, que quer casar com ela. Mas apesar de todas as jovens do lugarejo o acharem um homem bonito, Belle não o suporta, pois vê nele uma pessoa primitiva e convencida. Quando o pai de Belle vai para uma feira demonstrar sua nova invenção, ele acaba se perdendo na floresta e é atacado por lobos. Desesperado, Maurice procura abrigo em um castelo, mas acaba se tornando prisioneiro da Fera, o senhor do castelo, que na verdade é um príncipe que foi amaldiçoado por uma feiticeira quando negou abrigo a ela.",en,"Romance, Família, Animação, Fantasia",Kirk Wise,Linda Woolverton
20352,Meu Malvado Favorito,2010-07-08,7.249,15428,11.1568,"Um homem que adora todas as coisas diabólicas, o supervilão Gru traça um plano para roubar a lua. Rodeado de um exército de pequenos ajudantes e seu arsenal de armas e máquinas de guerra, Gru se prepara para destruir quem atravessar seu caminho. Mas ele não esperava pelo seu maior desafio: três adoráveis órfãs que querem ter Gru como pai.",en,"Família, Comédia, Animação",Pierre Coffin,Ken Daurio
1245571,ആലപ്പുഴ ജിംഖാന,2025-04-10,6.115,13,11.9089,,ml,"Ação, Drama, Comédia",Khalid Rahman,Khalid Rahman
