id_filme,titulo,data_lancamento,media_avaliacoes,numero_avaliacoes,popularidade,idioma_original,generos,diretor,roteirista
22,Piratas do Caribe: A Maldição do Pérola Negra,2003-07-09,7.8,21179,20.881,en,"Aventura, Fantasia, Ação",Gore Verbinski,Terry Rossio
774370,O Homem-Cão,2025-01-24,7.773,258,19.6793,en,"Família, Comédia, Aventura, Animação",Peter Hastings,Peter Hastings
372058,Seu Nome,2016-08-26,8.5,11813,18.5549,ja,"Animação, Romance, Drama",Makoto Shinkai,Makoto Shinkai
284053,Thor: Ragnarok,2017-10-02,7.584,21186,16.398,en,"Ação, Aventura, Ficção científica",Taika Waititi,Craig Kyle
588228,A Guerra do Amanhã,2021-09-03,7.5,3712,19.6029,en,"Ação, Ficção científica, Aventura",Chris McKay,Zach Dean
793387,Holy Night: Demon Hunters,2025-04-30,6.088,17,18.662,ko,"Ação, Fantasia, Terror",Lim Dae-hee,Lim Dae-hee
1043905,Dirty Angels,2024-12-11,6.258,264,20.763,en,"Ação, Drama, Thriller, Guerra",Martin Campbell,Alissa Sullivan Haggis
537915,After,2019-04-11,7.119,8351,21.1836,en,"Romance, Drama",Jenny Gage,Susan McMartin
862,Toy Story: Um Mundo de Aventuras,1995-11-22,8.0,18899,20.4126,en,"Animação, Aventura, Família, Comédia",John Lasseter,Joss Whedon
11036,Diário de uma Paixão,2004-05-25,7.891,11915,18.4761,en,"Romance, Drama",Nick Cassavetes,Jeremy Leven
1276073,Explosão no Trem-Bala,2025-04-23,6.927,211,20.2696,ja,"Ação, Thriller, Crime, Drama",Shinji Higuchi,Kazuhiro Nakagawa
585,Monstros S.A.,2001-11-01,7.8,18904,19.5432,en,"Animação, Comédia, Família",Pete Docter,Andrew Stanton
155,Batman: O Cavaleiro das Trevas,2008-07-16,8.52,33963,21.455,en,"Drama, Ação, Crime, Thriller",Christopher Nolan,Jonathan Nolan
296096,Como Eu Era Antes de Você,2016-06-01,7.931,12682,19.3696,en,"Drama, Romance",Thea Sharrock,Scott Neustadter
1034541,Terrifier 3,2024-10-09,6.8,1611,20.1784,en,"Terror, Thriller",Damien Leone,Damien Leone
2062,Ratatouille,2007-06-28,7.828,17558,18.9119,en,"Animação, Comédia, Família, Fantasia",Brad Bird,Brad Bird
82023,Hotel Desire,2011-12-07,6.033,121,20.5453,de,"Drama, Romance",Sergej Moya,Sergej Moya
1100782,Sorria 2,2024-10-16,6.6,1589,21.5537,en,"Terror, Mistério",Parker Finn,Parker Finn
974573,Outro Pequeno Favor,2025-03-07,5.85,347,18.2835,en,"Comédia, Thriller, Crime",Paul Feig,Laeta Kalogridis
324552,John Wick: Um Novo Dia para Matar,2017-02-08,7.334,13477,21.5251,en,"Ação, Thriller, Crime",Chad Stahelski,Derek Kolstad
354912,Viva: A Vida é uma Festa,2017-10-27,8.205,20009,20.6539,en,"Família, Animação, Música, Aventura",Lee Unkrich,Adrian Molina
866398,Beekeeper: Rede de Vingança,2024-01-08,7.303,3631,18.6823,en,"Ação, Crime, Thriller",David Ayer,Kurt Wimmer
675,Harry Potter e a Ordem da Fênix,2007-07-08,7.674,19930,19.1162,en,"Aventura, Fantasia",David Yates,Michael Goldenberg
617126,Quarteto Fantástico: Primeiros Passos,2025-07-23,0.0,0,19.9849,en,"Ficção científica, Aventura",Matt Shakman,Josh Friedman
396806,Anon,2018-05-03,5.979,1617,16.1037,en,"Ficção científica, Crime, Mistério, Thriller",Andrew Niccol,Andrew Niccol
420818,O Rei Leão,2019-07-12,7.108,10380,18.0587,en,"Aventura, Drama, Família, Animação",Jon Favreau,Jeff Nathanson
106646,O Lobo de Wall Street,2013-12-25,8.029,24701,19.0165,en,"Crime, Drama, Comédia",Martin Scorsese,Terence Winter
807,Seven - Os Sete Crimes Capitais,1995-09-22,8.376,21786,18.2193,en,"Crime, Mistério, Thriller",David Fincher,Andrew Kevin Walker
146233,Os Suspeitos,2013-09-19,8.098,12225,18.9323,en,"Drama, Thriller, Crime",Denis Villeneuve,Aaron Guzikowski
1306284,Wolfgang (Extraordinari),2025-03-14,6.6,18,18.8892,ca,"Família, Drama, Música",Javier Ruiz Caldera,Laia Aguilar
767,Harry Potter e o Enigma do Príncipe,2009-07-15,7.683,19910,19.5868,en,"Aventura, Fantasia",David Yates,Steve Kloves
19995,Avatar,2009-12-15,7.59,32314,19.1788,en,"Ação, Aventura, Fantasia, Ficção científica",James Cameron,James Cameron
1260820,Stream,2024-02-06,6.045,22,18.4814,es,Terror,Sergio Pereda,Sergio Pereda
299534,Vingadores: Ultimato,2019-04-24,8.2,26424,19.318,en,"Aventura, Ficção científica, Ação",Anthony Russo,Christopher Markus
1137350,O Esquema Fenício,2025-05-23,6.991,220,18.7517,en,"Aventura, Comédia",Wes Anderson,Wes Anderson
458156,John Wick 3: Parabellum,2019-05-15,7.441,11027,17.6336,en,"Ação, Thriller, Crime",Chad Stahelski,Chris Collins
611251,女高生トリオ 性感試験,1977-02-23,0.0,0,18.7286,ja,"Romance, Drama",Nobuaki Shirai,Akira Nakano
129,A Viagem de Chihiro,2001-07-20,8.537,17214,18.6992,ja,"Animação, Família, Fantasia",Hayao Miyazaki,Hayao Miyazaki
1180906,Desert Dawn,2025-05-15,6.5,13,18.6653,en,"Ação, Crime, Mistério, Thriller",Marty Murray,Johnny Martin Walters
793387,Holy Night: Demon Hunters,2025-04-30,6.088,17,18.662,ko,"Ação, Fantasia, Terror",Lim Dae-hee,Lim Dae-hee
976573,Elementos,2023-06-14,7.613,4830,18.6262,en,"Animação, Comédia, Família, Fantasia, Romance",Peter Sohn,John Hoberg
353081,Missão: Impossível - Efeito Fallout,2018-07-25,7.4,8551,18.3379,en,"Ação, Aventura",Christopher McQuarrie,Christopher McQuarrie
592695,Pleasure,2021-10-08,6.3,663,17.0499,sv,Drama,Ninja Thyberg,Ninja Thyberg
1112466,Les femmes au balcon,2024-11-15,6.5,57,17.9155,fr,"Comédia, Terror, Fantasia",Noémie Merlant,Céline Sciamma
12444,Harry Potter e as Relíquias da Morte - Parte 1,2010-11-17,7.741,19532,18.4975,en,"Aventura, Fantasia",David Yates,Steve Kloves
11036,Diário de uma Paixão,2004-05-25,7.891,11915,18.4761,en,"Romance, Drama",Nick Cassavetes,Jeremy Leven
21316,Leroy & Stitch,2006-06-23,6.554,559,18.4358,en,"Animação, Comédia, Família, Cinema TV",Bobs Gannaway,Bobs Gannaway
698687,Transformers: O Início,2024-09-11,8.073,1280,18.5223,en,"Animação, Ficção científica, Aventura, Família",Josh Cooley,Andrew Barrer
1212855,Fight or Flight,2025-04-03,6.0,131,18.3741,en,"Ação, Comédia, Thriller",James Madigan,D.J. Cotrona
1458319,Como Treinar o Seu Dragão 2,2027-06-10,0.0,0,18.4854,en,"Fantasia, Aventura, Família, Ação",Dean DeBlois,Dean DeBlois
150540,Divertida Mente,2015-06-17,7.911,22554,17.3825,en,"Animação, Família, Aventura, Drama, Comédia",Pete Docter,Meg LeFauve
839033,O Senhor dos Anéis: A Guerra dos Rohirrim,2024-12-05,6.627,621,16.8867,en,"Animação, Fantasia, Aventura, Ação",Kenji Kamiyama,Arty Papageorgiou
228150,Corações de Ferro,2014-10-15,7.539,12328,17.7922,en,"Guerra, Drama, Ação",David Ayer,David Ayer
122,O Senhor dos Anéis: O Retorno do Rei,2003-12-17,8.486,25153,18.2523,en,"Aventura, Fantasia, Ação",Peter Jackson,Peter Jackson
807,Seven - Os Sete Crimes Capitais,1995-09-22,8.376,21786,18.2193,en,"Crime, Mistério, Thriller",David Fincher,Andrew Kevin Walker
135397,Jurassic World: O Mundo dos Dinossauros,2015-06-06,6.7,20734,17.8158,en,"Ação, Aventura, Ficção científica, Thriller",Colin Trevorrow,Rick Jaffa
976573,Elementos,2023-06-14,7.613,4830,18.6262,en,"Animação, Comédia, Família, Fantasia, Romance",Peter Sohn,John Hoberg
1239655,Friendship,2025-05-09,6.9,39,18.1418,en,Comédia,Andrew DeYoung,Andrew DeYoung
1417059,Mountainhead,2025-06-01,5.392,79,15.0405,en,"Drama, Comédia",Jesse Armstrong,Jesse Armstrong
766507,O Predador: A Caçada,2022-08-02,7.69,7060,18.3801,en,"Thriller, Ação, Ficção científica",Dan Trachtenberg,Patrick Aison
1229730,Mestres do Assalto,2025-03-27,6.059,185,17.395,fr,"Ação, Aventura",Kamel Guemra,Kamel Guemra
1726,Homem de Ferro,2008-04-30,7.652,27028,16.9959,en,"Ação, Ficção científica, Aventura",Jon Favreau,Mark Fergus
177572,Operação Big Hero,2014-10-24,7.729,15929,16.1621,en,"Aventura, Família, Animação, Ação, Comédia",Chris Williams,Robert L. Baird
940551,Patos!,2023-12-06,7.386,2031,16.9903,en,"Família, Comédia, Aventura, Animação",Benjamin Renner,Mike White
426063,Nosferatu,2024-12-25,6.717,2728,18.9505,en,"Drama, Terror, Fantasia",Robert Eggers,Robert Eggers
13,Forrest Gump: O Contador de Histórias,1994-06-23,8.468,28297,16.8306,en,"Comédia, Drama, Romance",Robert Zemeckis,Eric Roth
453395,Doutor Estranho no Multiverso da Loucura,2022-05-04,7.258,9587,17.3505,en,"Fantasia, Ação, Aventura",Sam Raimi,Michael Waldron
348,Alien: O Oitavo Passageiro,1979-05-25,8.164,15349,17.4678,en,"Terror, Ficção científica",Ridley Scott,Dan O'Bannon
414906,Batman,2022-03-01,7.7,10969,16.9321,en,"Crime, Mistério, Thriller",Matt Reeves,Matt Reeves
359410,Matador de Aluguel,2024-03-08,6.945,2539,16.8982,en,"Ação, Thriller",Doug Liman,Anthony Bagarozzi
298618,The Flash,2023-06-13,6.65,4574,18.4459,en,"Aventura, Ação, Ficção científica",Andy Muschietti,Christina Hodson
1196470,Survivre,2024-06-19,5.8,240,16.0225,fr,"Ficção científica, Thriller, Aventura, Ação",Frédéric Jardin,Matt Alexander
109445,Frozen: Uma Aventura Congelante,2013-11-20,7.247,16899,17.5577,en,"Animação, Família, Aventura, Fantasia",Jennifer Lee,Jennifer Lee
974576,Conclave,2024-10-25,7.2,2620,17.0891,en,"Drama, Thriller",Edward Berger,Peter Straughan
346364,It: A Coisa,2017-09-06,7.237,19386,16.1142,en,"Terror, Thriller",Andy Muschietti,Cary Joji Fukunaga
1235431,[Oshi no Ko] -O Ato Final-,2024-12-20,6.7,7,17.147,ja,"Drama, Música, Fantasia",Smith,Ayako Kitagawa
929590,Guerra Civil,2024-04-10,6.86,3628,15.7075,en,"Guerra, Ação, Drama",Alex Garland,Alex Garland
1092899,The Siege,2023-03-10,5.4,53,16.7547,en,"Ação, Thriller",Brad Watson,Nicole Bartlett
315635,Homem-Aranha: De Volta ao Lar,2017-07-05,7.33,22256,16.7,en,"Ação, Aventura, Ficção científica, Drama",Jon Watts,Chris McKenna
447277,A Pequena Sereia,2023-05-18,6.314,3072,14.5017,en,"Aventura, Família, Fantasia, Romance",Rob Marshall,David Magee
389,12 Homens e uma Sentença,1957-04-10,8.548,9189,17.773,en,Drama,Sidney Lumet,Reginald Rose
337167,Cinquenta Tons de Liberdade,2018-01-17,6.694,8136,16.771,en,"Drama, Romance",James Foley,Niall Leonard
70410,A Mulher Pública,1984-06-16,6.1,49,16.3398,fr,Drama,Andrzej Żuławski,Dominique Garnier
111,Scarface,1983-12-09,8.163,12258,15.8396,en,"Ação, Crime, Drama",Brian De Palma,Oliver Stone
843527,Uma Ideia de Você,2024-05-02,7.371,1705,15.6504,en,"Romance, Drama, Comédia",Michael Showalter,Jennifer Westfeldt
38757,Enrolados,2010-11-24,7.609,11781,17.2265,en,"Animação, Família, Aventura",Nathan Greno,Dan Fogelman
396535,Invasão Zumbi,2016-07-20,7.749,7799,17.7044,ko,"Terror, Thriller, Ação, Aventura",Yeon Sang-ho,Park Joo-suk
1414048,Day of Reckoning,2025-03-28,6.4,18,15.7124,en,"Faroeste, Ação",Shaun Silva,Travis J. Opgenorth
335984,Blade Runner 2049,2017-10-04,7.6,14182,16.4095,en,"Ficção científica, Drama",Denis Villeneuve,Hampton Fancher
1071585,M3GAN 2.0,2025-06-25,0.0,0,18.6858,en,"Ação, Terror, Ficção científica",Gerard Johnstone,Gerard Johnstone
1035048,A Linha da Extinção,2024-11-07,6.477,729,18.2676,en,"Ação, Ficção científica, Thriller",George Nolfi,Kenny Ryan
489,Gênio Indomável,1997-12-05,8.157,12855,14.526,en,Drama,Gus Van Sant,Matt Damon
447365,Guardiões da Galáxia: Vol. 3,2023-05-03,7.941,7416,16.4507,en,"Ficção científica, Aventura, Ação, Comédia",James Gunn,James Gunn
1373723,The Codes of War,2025-03-20,6.1,60,16.8594,en,"Ação, Guerra",Marielle Woods,Paul Anderson
497,À Espera de um Milagre,1999-12-10,8.505,18148,16.3282,en,"Fantasia, Drama, Crime",Frank Darabont,Frank Darabont
1249289,Código Alarum,2025-01-16,5.793,314,16.2125,en,"Ação, Crime, Thriller",Michael Polish,Alexander Vesha
675353,Sonic 2: O Filme,2022-03-30,7.466,5533,16.1804,en,"Ação, Aventura, Família, Comédia",Jeff Fowler,John Whittington
47626,A Lenda do Dragão Quebra-Ossos,2010-10-14,7.0,262,17.6979,en,"Animação, Fantasia, Família, Aventura, Comédia, Cinema TV",John Puglisi,Peter Steinfeld
557,Homem-Aranha,2002-05-01,7.311,19649,15.96,en,"Ação, Ficção científica",Sam Raimi,David Koepp
985939,A Queda,2022-08-11,7.138,4149,15.9054,en,Thriller,Scott Mann,Jonathan Frank
823464,Godzilla e Kong: O Novo Império,2024-03-27,7.088,4226,20.8441,en,"Ação, Aventura, Ficção científica",Adam Wingard,Terry Rossio
1004348,Bolero: A Melodia Eterna,2024-03-06,6.44,50,16.5547,fr,"Música, História, Drama",Anne Fontaine,Claire Barré
290098,A Criada,2016-06-01,8.203,3950,15.8363,ko,"Thriller, Drama, Romance",Park Chan-wook,Park Chan-wook
370663,Below Her Mouth,2017-02-10,6.8,1235,15.625,en,"Drama, Romance",April Mullen,Stephanie Fabrizi
38365,Gente Grande,2010-06-24,6.395,6308,15.7739,en,Comédia,Dennis Dugan,Adam Sandler
972119,Cinema é Uma Droga Pesada,2024-01-10,5.638,134,15.5722,fr,"Comédia, Drama",Cédric Kahn,Cédric Kahn
926670,Henry Danger: O Filme,2025-01-17,7.818,211,15.7052,en,"Ação, Comédia, Família, Ficção científica",Joe Menendez,Christopher J. Nowak
1138194,Herege,2024-10-31,7.006,1803,17.0895,en,"Terror, Thriller",Scott Beck,Bryan Woods
8587,O Rei Leão,1994-06-15,8.3,18802,16.394,en,"Família, Animação, Drama",Roger Allers,Jonathan Roberts
240,O Poderoso Chefão: Parte II,1974-12-20,8.571,13008,16.5283,en,"Drama, Crime",Francis Ford Coppola,Mario Puzo
292610,Il ginecologo della mutua,1977-09-13,4.143,14,14.8139,it,Comédia,Joe D'Amato,Joe D'Amato
321612,A Bela e a Fera,2017-03-16,6.971,15665,15.4582,en,"Família, Fantasia, Romance",Bill Condon,Stephen Chbosky
4951,10 Coisas Que Eu Odeio em Você,1999-03-30,7.596,8395,14.991,en,"Comédia, Romance, Drama",Gil Junger,Kirsten Smith
122917,O Hobbit: A Batalha dos Cinco Exércitos,2014-12-10,7.325,14642,16.9712,en,"Ação, Aventura, Fantasia",Peter Jackson,Peter Jackson
985939,A Queda,2022-08-11,7.138,4149,15.9054,en,Thriller,Scott Mann,Jonathan Frank
111,Scarface,1983-12-09,8.163,12258,15.8396,en,"Ação, Crime, Drama",Brian De Palma,Oliver Stone
290098,A Criada,2016-06-01,8.203,3950,15.8363,ko,"Thriller, Drama, Romance",Park Chan-wook,Park Chan-wook
475557,Coringa,2019-10-01,8.136,26526,15.8309,en,"Crime, Thriller, Drama",Todd Phillips,Scott Silver
38365,Gente Grande,2010-06-24,6.395,6308,15.7739,en,Comédia,Dennis Dugan,Adam Sandler
1029575,Plano em Família,2023-12-14,7.274,1537,15.7616,en,"Ação, Comédia, Família",Simon Cellan Jones,David Coggeshall
1414048,Day of Reckoning,2025-03-28,6.4,18,15.7124,en,"Faroeste, Ação",Shaun Silva,Travis J. Opgenorth
929590,Guerra Civil,2024-04-10,6.86,3628,15.7075,en,"Guerra, Ação, Drama",Alex Garland,Alex Garland
926670,Henry Danger: O Filme,2025-01-17,7.818,211,15.7052,en,"Ação, Comédia, Família, Ficção científica",Joe Menendez,Christopher J. Nowak
11845,Intimidade,2001-01-20,6.2,523,15.689,en,"Romance, Drama, Fantasia",Patrice Chéreau,Patrice Chéreau
425,A Era do Gelo,2002-03-14,7.363,13650,15.6519,en,"Animação, Comédia, Família, Aventura",Chris Wedge,Michael Berg
843527,Uma Ideia de Você,2024-05-02,7.371,1705,15.6504,en,"Romance, Drama, Comédia",Michael Showalter,Jennifer Westfeldt
970450,A Noite dos Lobisomens,2024-12-04,6.06,409,14.7154,en,"Ação, Terror, Thriller",Steven C. Miller,Matthew Kennedy
370663,Below Her Mouth,2017-02-10,6.8,1235,15.625,en,"Drama, Romance",April Mullen,Stephanie Fabrizi
744,Top Gun - Ases Indomáveis,1986-05-16,7.061,8956,15.5991,en,"Ação, Drama",Tony Scott,Jim Cash
1388366,Popeye: O Homem Assassino,2025-03-21,5.9,103,15.5345,en,Terror,Robert Michael Ryan,John Doolan
98,Gladiador,2000-05-04,8.22,19777,15.5024,en,"Ação, Drama, Aventura",Ridley Scott,David Franzoni
156022,O Protetor,2014-09-24,7.28,9356,15.5007,en,"Thriller, Ação, Crime",Antoine Fuqua,Richard Wenk
995926,"Eu, O Carrasco",2024-09-13,6.9,71,15.4587,ko,"Ação, Crime",Ryoo Seung-wan,Ryoo Seung-wan
321612,A Bela e a Fera,2017-03-16,6.971,15665,15.4582,en,"Família, Fantasia, Romance",Bill Condon,Stephen Chbosky
11845,Intimidade,2001-01-20,6.2,523,15.689,en,"Romance, Drama, Fantasia",Patrice Chéreau,Patrice Chéreau
98,Gladiador,2000-05-04,8.22,19777,15.5024,en,"Ação, Drama, Aventura",Ridley Scott,David Franzoni
72190,Guerra Mundial Z,2013-06-19,6.82,15750,16.3542,en,"Ação, Terror, Ficção científica, Thriller",Marc Forster,Matthew Michael Carnahan
926393,O Protetor: Capítulo Final,2023-08-30,7.3,3292,13.8129,en,"Ação, Thriller, Crime",Antoine Fuqua,Richard Wenk
1286366,Entre Pais e Filhos,2024-05-07,4.0,3,16.0877,en,"Drama, Família",Matt Greene-DeLanghe,Matt Greene-DeLanghe
156022,O Protetor,2014-09-24,7.28,9356,15.5007,en,"Thriller, Ação, Crime",Antoine Fuqua,Richard Wenk
425,A Era do Gelo,2002-03-14,7.363,13650,15.6519,en,"Animação, Comédia, Família, Aventura",Chris Wedge,Michael Berg
568124,Encanto,2021-10-13,7.591,9746,15.4233,en,"Animação, Comédia, Família, Fantasia",Byron Howard,Charise Castro Smith
762441,Um Lugar Silencioso: Dia Um,2024-06-26,6.718,2819,14.2983,en,"Terror, Ficção científica, Thriller",Michael Sarnoski,Michael Sarnoski
210577,Garota Exemplar,2014-10-01,7.889,19068,14.8076,en,"Mistério, Thriller, Drama",David Fincher,Gillian Flynn
995926,"Eu, O Carrasco",2024-09-13,6.9,71,15.4587,ko,"Ação, Crime",Ryoo Seung-wan,Ryoo Seung-wan
1313194,Verão de 69,2025-03-13,6.554,37,14.2946,en,"Comédia, Drama",Jillian Bell,Jules Byrne
883954,Uma Escolha pela Vida,2025-06-10,8.0,5,14.0768,en,"Faroeste, Drama",Carlyle Eubank,Carlyle Eubank
102651,Malévola,2014-05-28,7.089,13310,15.1521,en,"Fantasia, Aventura, Ação, Família, Romance",Robert Stromberg,Linda Woolverton
1865,Piratas do Caribe: Navegando em Águas Misteriosas,2011-05-15,6.559,14343,15.2481,en,"Aventura, Ação, Fantasia",Rob Marshall,Terry Rossio
335983,Venom,2018-09-28,6.828,16587,15.367,en,"Ficção científica, Ação",Ruben Fleischer,Jeff Pinkner
11324,Ilha do Medo,2010-02-14,8.201,24595,14.6701,en,"Drama, Thriller, Mistério",Martin Scorsese,Laeta Kalogridis
285,Piratas do Caribe: No Fim do Mundo,2007-05-19,7.26,14743,14.7803,en,"Aventura, Fantasia, Ação",Gore Verbinski,Terry Rossio
818647,Através da Minha Janela,2022-02-04,7.368,3241,14.858,es,"Romance, Drama, Comédia",Marçal Forés,Eduard Sola
818647,Através da Minha Janela,2022-02-04,7.368,3241,14.858,es,"Romance, Drama, Comédia",Marçal Forés,Eduard Sola
868759,Ghosted: Sem Resposta,2023-04-18,6.94,1928,14.9637,en,"Ação, Comédia, Romance",Dexter Fletcher,Rhett Reese
1029235,Azrael,2024-09-27,6.0,318,14.8067,en,"Ação, Terror, Thriller",E.L. Katz,Simon Barrett
4348,Orgulho e Preconceito,2005-09-16,8.065,8280,14.269,en,"Drama, Romance",Joe Wright,Deborah Moggach
56292,Missão: Impossível - Protocolo Fantasma,2011-12-07,7.1,10202,14.571,en,"Ação, Thriller, Aventura",Brad Bird,Josh Appelbaum
50620,A Saga Crepúsculo: Amanhecer - Parte 2,2012-11-13,6.462,9051,14.9242,en,"Aventura, Fantasia, Drama, Romance",Bill Condon,Melissa Rosenberg
12,Procurando Nemo,2003-05-30,7.816,19709,14.8467,en,"Animação, Família",Andrew Stanton,David Reynolds
572802,Aquaman 2: O Reino Perdido,2023-12-20,6.605,3111,14.3412,en,"Ação, Aventura, Fantasia",James Wan,David Leslie Johnson-McGoldrick
1020414,Peter Pan: Pesadelo na Terra do Nunca,2025-01-13,5.7,110,14.8396,en,"Terror, Thriller, Fantasia",Scott Chambers,Rhys Frake-Waterfield
333339,Jogador N° 1,2018-03-28,7.588,16061,13.8337,en,"Aventura, Ação, Ficção científica",Steven Spielberg,Ernest Cline
1323853,Norbert,2025-01-17,5.9,8,14.9252,es,"Animação, Aventura, Comédia",José Corral Llorente,José Corral Llorente
14160,Up: Altas Aventuras,2009-05-28,7.957,20721,14.2912,en,"Animação, Comédia, Família, Aventura",Pete Docter,Bob Peterson
121,O Senhor dos Anéis: As Duas Torres,2002-12-18,8.406,22644,14.7683,en,"Aventura, Fantasia, Ação",Peter Jackson,Philippa Boyens
15567,Stitch! O Filme,2003-09-10,6.43,728,14.0121,en,"Comédia, Aventura, Família, Animação, Ficção científica",Tony Craig,Bobs Gannaway
1035259,Corra Que a Polícia Vem Aí!,2025-07-30,0.0,0,13.7059,en,"Comédia, Crime",Akiva Schaffer,Dan Gregor
1293286,Gunslingers,2025-04-11,6.3,60,14.9116,en,"Faroeste, Ação",Brian Skiba,Brian Skiba
150689,Cinderela,2015-03-06,6.8,7171,15.9835,en,"Romance, Fantasia, Família, Drama",Kenneth Branagh,Chris Weitz
949,Fogo Contra Fogo,1995-12-15,7.92,7651,13.0681,en,"Crime, Drama, Ação",Michael Mann,Michael Mann
9502,Kung Fu Panda,2008-06-04,7.3,11959,13.9637,en,"Ação, Aventura, Animação, Família, Comédia",John Stevenson,Glenn Berger
957452,O Corvo,2024-08-21,5.849,1075,13.4602,en,"Ação, Fantasia, Terror",Rupert Sanders,William Josef Schneider
787699,Wonka,2023-12-06,7.1,3918,13.5198,en,"Comédia, Família, Fantasia",Paul King,Simon Farnaby
218,O Exterminador do Futuro,1984-10-26,7.667,13658,13.6043,en,"Ação, Thriller, Ficção científica",James Cameron,James Cameron
245891,John Wick - De Volta ao Jogo,2014-10-22,7.447,19768,14.2361,en,"Ação, Thriller",Chad Stahelski,Derek Kolstad
1101401,Sugar Baby,2024-10-15,6.038,13,13.5704,en,"Thriller, Comédia",Lauren Garroni,Lauren Garroni
337404,Cruella,2021-05-26,7.993,9610,13.9895,en,"Comédia, Crime, Aventura",Craig Gillespie,Tony McNamara
1140535,Presença,2024-11-04,6.005,373,13.757,en,"Terror, Thriller, Drama",Steven Soderbergh,David Koepp
324786,Até o Último Homem,2016-10-07,8.192,14140,14.3527,en,"Drama, História, Guerra",Mel Gibson,Robert Schenkkan
50619,A Saga Crepúsculo: Amanhecer - Parte 1,2011-11-16,6.195,8935,13.723,en,"Aventura, Fantasia, Romance",Bill Condon,Melissa Rosenberg
993710,De Volta à Ação,2025-01-15,6.448,1262,14.1084,en,"Ação, Comédia",Seth Gordon,Brendan O'Brien
505642,Pantera Negra: Wakanda para Sempre,2022-11-09,7.058,6874,14.2849,en,"Ação, Aventura, Ficção científica",Ryan Coogler,Joe Robert Cole
536554,M3GAN,2022-12-28,7.043,4265,14.3019,en,"Ficção científica, Terror",Gerard Johnstone,Akela Cooper
271110,Capitão América: Guerra Civil,2016-04-27,7.447,23180,14.2945,en,"Aventura, Ação, Ficção científica",Joe Russo,Christopher Markus
578,Tubarão,1975-06-20,7.669,10785,14.4954,en,"Terror, Thriller, Aventura",Steven Spielberg,Carl Gottlieb
324857,Homem-Aranha: No Aranhaverso,2018-12-06,8.398,16195,14.4228,en,"Animação, Ação, Aventura, Ficção científica",Bob Persichetti,Phil Lord
968051,A Freira 2,2023-09-06,6.711,2191,12.7596,en,Terror,Michael Chaves,Akela Cooper
639720,Amigos Imaginários,2024-05-08,7.1,1375,13.8894,en,"Comédia, Fantasia, Família",John Krasinski,John Krasinski
1103857,Juliet & Romeo,2025-05-09,5.833,6,12.8782,en,"Romance, Drama",Timothy Scott Bogart,Timothy Scott Bogart
293660,Deadpool,2016-02-09,7.623,31667,13.8894,en,"Ação, Aventura, Comédia",Tim Miller,Rhett Reese
105,De Volta para o Futuro,1985-07-03,8.321,20606,14.259,en,"Aventura, Comédia, Ficção científica",Robert Zemeckis,Robert Zemeckis
507089,Five Nights at Freddy's - O Pesadelo Sem Fim,2023-10-25,7.4,4395,14.1465,en,"Terror, Thriller",Emma Tammi,Seth Cuddeback
801335,Torturada Pelo Próprio Pai,2021-02-27,7.613,758,13.1875,en,"Thriller, Crime, Cinema TV",Elisabeth Röhm,Manu Boyer
1495,Cruzada,2005-05-03,6.991,4515,15.137,en,"Drama, Ação, Aventura, História, Guerra",Ridley Scott,William Monahan
1352706,Bodegón con fantasmas,2025-02-07,5.333,3,11.6988,es,"Comédia, Fantasia",Enrique Buleo,Enrique Buleo
177677,Missão: Impossível - Nação Secreta,2015-07-28,7.215,9133,14.189,en,"Ação, Aventura",Christopher McQuarrie,Christopher McQuarrie
10138,Homem de Ferro 2,2010-04-28,6.8,21489,13.2963,en,"Aventura, Ação, Ficção científica",Jon Favreau,Justin Theroux
101,O Profissional,1994-09-14,8.301,15265,13.9718,fr,"Crime, Drama, Ação",Luc Besson,Luc Besson
1029575,Plano em Família,2023-12-14,7.274,1537,15.7616,en,"Ação, Comédia, Família",Simon Cellan Jones,David Coggeshall
934433,Pânico 6,2023-03-08,6.994,2813,16.0416,en,"Terror, Crime, Thriller",Matt Bettinelli-Olpin,Guy Busick
829560,365 Dias Finais,2022-08-18,6.355,1217,14.1754,pl,"Romance, Drama",Barbara Białowąs,Tomasz Mandes
1285965,Animais Perigosos,2025-06-05,6.7,13,13.8381,en,"Terror, Thriller",Sean Byrne,Nick Lepard
423108,Invocação do Mal 3: A Ordem do Demônio,2021-05-25,7.406,6073,13.663,en,"Terror, Mistério, Thriller",Michael Chaves,David Leslie Johnson-McGoldrick
4935,O Castelo Animado,2004-09-09,8.397,10345,14.5895,ja,"Fantasia, Animação, Aventura",Hayao Miyazaki,Hayao Miyazaki
670,Oldboy,2003-11-21,8.252,9056,13.4619,ko,"Drama, Thriller, Mistério, Ação",Park Chan-wook,Hwang Jo-yoon
1255788,O Jardineiro e a Lista da Morte,2025-01-30,6.153,144,13.6392,fr,"Ação, Comédia",David Charhon,David Charhon
652,Tróia,2004-05-13,7.163,10479,14.3087,en,"Guerra, Ação, História",Wolfgang Petersen,David Benioff
652,Tróia,2004-05-13,7.163,10479,14.3087,en,"Guerra, Ação, História",Wolfgang Petersen,David Benioff
72808,A Carne,1991-05-09,5.7,59,13.0412,it,"Drama, Romance",Marco Ferreri,Massimo Bucchi
