id_filme,titulo,data_lancamento,media_avaliacoes,numero_avaliacoes,popularidade,idioma_original,generos,diretor,roteirista
1059073,As Quatro Estações do Amor,2024-12-27,7.3,132,13.4623,en,"Romance, Comédia, Drama",Tiffany Paulsen,Tiffany Paulsen
375834,"It's Called 'Murder', Baby",1983-06-15,6.3,3,14.008,en,Mistério,Anthony Spinelli,Dean Rogers
384018,Velozes & Furiosos: Hobbs & Shaw,2019-08-01,6.844,7402,12.7143,en,"Ação, Aventura, Comédia",David Leitch,Chris Morgan
99861,Vingadores: Era de Ultron,2015-04-22,7.27,23489,14.2356,en,"Ação, Aventura, Ficção científica",Joss Whedon,Joss Whedon
118,A Fantástica Fábrica de Chocolate,2005-07-13,7.042,15489,13.1989,en,"Aventura, Comédia, Família, Fantasia",Tim Burton,John August
38575,Karatê Kid,2010-06-10,6.558,6219,13.2552,en,"Ação, Aventura, Drama, Família",Harald Zwart,Christopher Murphey
1296778,痴人の愛 リバース,2024-05-24,4.0,1,10.5698,ja,Drama,Tadaaki Horai,Tadaaki Horai
329865,A Chegada,2016-11-10,7.616,18315,13.5252,en,"Drama, Ficção científica, Mistério",Denis Villeneuve,Eric Heisserer
799583,Guerra Sem Regras,2024-04-18,7.084,1496,12.751,en,"Ação, Comédia, Guerra",Guy Ritchie,Eric Johnson
259693,Invocação do Mal 2,2016-06-08,7.292,8623,13.5286,en,Terror,James Wan,Chad Hayes
49013,Carros 2,2011-06-11,6.152,8036,13.2256,en,"Animação, Família, Aventura, Comédia",John Lasseter,Ben Queen
5879,O Império dos Sentidos,1976-09-15,6.6,653,9.885,ja,"Drama, Romance",Nagisa Ōshima,Nagisa Ōshima
769,Os Bons Companheiros,1990-09-12,8.455,13429,14.3066,en,"Drama, Crime",Martin Scorsese,Nicholas Pileggi
961268,A Bailarina,2023-10-05,7.023,572,13.3319,ko,"Ação, Thriller",Lee Chung-hyun,Lee Chung-hyun
10681,WALL-E,2008-06-22,8.1,19270,13.0486,en,"Animação, Família, Ficção científica",Andrew Stanton,Andrew Stanton
640,Prenda-Me se For Capaz,2002-12-16,7.977,16139,12.9245,en,"Drama, Crime",Steven Spielberg,Jeff Nathanson
857,O Resgate do Soldado Ryan,1998-07-24,8.218,16339,13.5168,en,"Drama, História, Guerra",Steven Spielberg,Robert Rodat
324568,おいら女蛮,1992-08-21,5.1,15,13.9727,ja,"Animação, Comédia, Ação",Yusaku Saotome,Go Nagai
14161,2012,2009-10-10,5.854,12178,13.5412,en,"Ação, Aventura, Ficção científica",Roland Emmerich,Roland Emmerich
303,Interlúdio,1946-08-21,7.748,1644,6.9574,en,"Thriller, Romance, Mistério",Alfred Hitchcock,Ben Hecht
9806,Os Incríveis,2004-10-27,7.712,18048,11.9067,en,"Ação, Aventura, Animação, Família",Brad Bird,Brad Bird
1317276,映画 ギヴン 海へ,2024-09-20,9.0,2,11.7533,ja,"Animação, Romance",Noriko Hashimoto,Yuniko Ayana
10198,A Princesa e o Sapo,2009-12-08,7.218,5797,12.5555,en,"Animação, Romance, Fantasia, Família",John Musker,Ron Clements
840705,Pisque Duas Vezes,2024-08-21,6.668,1500,12.4587,en,"Mistério, Thriller",Zoë Kravitz,E.T. Feigenbaum
1056444,The Colors Within,2024-08-30,6.8,36,12.8043,ja,"Animação, Drama, Música",Naoko Yamada,Reiko Yoshida
1078600,Na Sua Pele - A Série Marked Men,2025-01-22,6.68,89,13.5941,en,"Romance, Drama",Nick Cassavetes,Sharon Soboil
181812,Star Wars: Episódio IX - A Ascensão Skywalker,2019-12-18,6.293,10229,12.744,en,"Aventura, Ação, Ficção científica",J.J. Abrams,Chris Terrio
10625,Meninas Malvadas,2004-04-30,7.219,9025,12.9944,en,"Drama, Comédia",Mark Waters,Tina Fey
49026,Batman: O Cavaleiro das Trevas Ressurge,2012-07-17,7.784,23286,14.378,en,"Ação, Crime, Drama, Thriller",Christopher Nolan,Jonathan Nolan
3933,A Noiva Cadáver,2005-09-12,7.58,9559,12.3501,en,"Romance, Fantasia, Animação",Mike Johnson,Pamela Pettler
920,Carros,2006-06-08,7.0,14373,12.4954,en,"Animação, Aventura, Comédia, Família",John Lasseter,Dan Fogelman
49051,O Hobbit: Uma Jornada Inesperada,2012-12-12,7.358,18820,13.1527,en,"Aventura, Fantasia, Ação",Peter Jackson,Guillermo del Toro
68718,Django Livre,2012-12-25,8.183,26821,12.8903,en,"Drama, Faroeste",Quentin Tarantino,Quentin Tarantino
615457,Anônimo,2021-03-18,7.923,7449,11.9399,en,"Ação, Thriller",Ilya Naishuller,Derek Kolstad
549509,O Brutalista,2024-12-20,7.012,1118,12.5644,en,Drama,Brady Corbet,Brady Corbet
940721,Godzilla Minus One,2023-11-03,7.6,2688,11.6727,ja,"Ficção científica, Terror, Ação",Takashi Yamazaki,Takashi Yamazaki
1233620,"¡Qué Huevos, Sofía!",2025-02-27,8.586,29,12.4324,es,Comédia,Carlos Santos,Carlos Santos
508943,Luca,2021-06-17,7.803,8558,13.2544,en,"Animação, Comédia, Fantasia, Aventura, Família",Enrico Casarosa,Jesse Andrews
559,Homem-Aranha 3,2007-05-01,6.438,14495,13.5549,en,"Ação, Aventura, Ficção científica",Sam Raimi,Alvin Sargent
1244890,Sharp Corner,2025-05-09,6.316,19,12.7482,en,"Thriller, Comédia",Jason Buxton,Jason Buxton
131631,Jogos Vorazes: A Esperança - Parte 1,2014-11-19,6.816,16122,13.8837,en,"Ficção científica, Aventura, Thriller",Francis Lawrence,Danny Strong
152601,Ela,2013-12-18,7.85,14591,12.2218,en,"Romance, Ficção científica, Drama",Spike Jonze,Spike Jonze
1930,O Espetacular Homem-Aranha,2012-06-23,6.7,17754,13.261,en,"Ação, Aventura, Ficção científica",Marc Webb,James Vanderbilt
8363,Superbad: É Hoje,2007-08-17,7.3,7557,10.4147,en,Comédia,Greg Mottola,Evan Goldberg
2109,A Hora do Rush,1998-09-18,7.047,5193,12.0736,en,"Ação, Comédia, Crime",Brett Ratner,Jim Kouf
1147710,Sequestro 1971,2024-06-21,6.455,111,14.519,ko,"Ação, Thriller, Crime",Kim Sung-han,Kim Kyung-chan
439079,A Freira,2018-09-05,5.901,6817,13.071,en,Terror,Corin Hardy,Gary Dauberman
284054,Pantera Negra,2018-02-13,7.373,22613,12.766,en,"Ação, Aventura, Ficção científica",Ryan Coogler,Ryan Coogler
810,Shrek Terceiro,2007-05-17,6.297,9290,11.1946,en,"Fantasia, Aventura, Animação, Comédia, Família",Chris Miller,Peter S. Seaman
980489,Gran Turismo: De Jogador a Corredor,2023-08-09,7.753,2988,12.6339,en,"Aventura, Ação, Drama",Neill Blomkamp,Jason Hall
24021,A Saga Crepúsculo: Eclipse,2010-06-23,6.202,8915,12.9461,en,"Aventura, Fantasia, Drama, Romance",David Slade,Melissa Rosenberg
454626,Sonic: O Filme,2020-02-12,7.308,9958,13.8794,en,"Ação, Ficção científica, Comédia, Família",Jeff Fowler,Josh Miller
350,O Diabo Veste Prada,2006-06-29,7.393,12342,12.7071,en,"Drama, Comédia",David Frankel,Aline Brosh McKenna
240832,Lucy,2014-07-25,6.464,16371,13.4178,en,"Ação, Ficção científica",Luc Besson,Luc Besson
1013601,The Alto Knights: Máfia e Poder,2025-03-19,6.252,208,11.9004,en,"Crime, Drama, História",Barry Levinson,Nicholas Pileggi
959604,L'Amour ouf,2024-10-16,7.247,817,12.0638,fr,"Romance, Crime, Drama",Gilles Lellouche,Gilles Lellouche
953,Madagascar,2005-05-25,6.911,11150,12.9726,en,"Família, Animação, Aventura, Comédia",Eric Darnell,Billy Frolick
1212121,Homem com H,2025-05-01,8.8,27,12.9076,pt,"Drama, Música",Esmir Filho,Esmir Filho
280,O Exterminador do Futuro 2: O Julgamento Final,1991-07-03,8.127,13366,12.4776,en,"Ação, Thriller, Ficção científica",James Cameron,James Cameron
718930,Trem-Bala,2022-08-03,7.435,6701,12.0937,en,"Ação, Comédia, Thriller",David Leitch,Zak Olkewicz
917496,Os Fantasmas Ainda se Divertem: Beetlejuice Beetlejuice,2024-09-04,7.005,2590,11.8102,en,"Terror, Comédia, Fantasia",Tim Burton,Miles Millar
419430,Corra!,2017-02-24,7.619,17920,11.6269,en,"Mistério, Thriller, Terror",Jordan Peele,Jordan Peele
746036,O Dublê,2024-04-24,7.015,3030,12.3574,en,"Ação, Comédia, Drama, Romance",David Leitch,Drew Pearce
10192,Shrek Para Sempre,2010-05-20,6.383,7564,12.1042,en,"Comédia, Aventura, Fantasia, Animação, Família",Mike Mitchell,Josh Klausner
109418,Gente Grande 2,2013-07-11,6.141,4439,12.1207,en,Comédia,Dennis Dugan,Fred Wolf
646389,Alerta Máximo,2023-01-12,6.925,2388,14.8431,en,"Ação, Aventura, Thriller",Jean-François Richet,Charles Cumming
438695,Sing 2,2021-12-01,7.85,4545,12.7805,en,"Família, Comédia, Música, Animação",Garth Jennings,Garth Jennings
85430,Girl Play,2004-07-11,5.8,25,12.7529,en,"Comédia, Romance",Lee Friedlander,Robin Greenspan
49521,O Homem de Aço,2013-06-12,6.633,15459,11.4621,en,"Ação, Aventura, Ficção científica",Zack Snyder,David S. Goyer
272,Batman Begins,2005-06-10,7.714,21526,12.5739,en,"Ação, Crime, Drama",Christopher Nolan,Christopher Nolan
615453,Ne Zha,2019-07-26,7.908,528,13.1773,zh,"Animação, Fantasia, Aventura",Yang Yu,Yang Yu
1017129,Чинк - хвостатый детектив,2022-11-17,8.8,2,13.0708,ru,"Animação, Comédia, Mistério, Aventura, Família",Григорий Вожакин,Andrey Zhitkov
22705,A Pervertida,2000-01-28,5.7,267,12.3093,it,"Comédia, Drama, Romance",Tinto Brass,Carla Cipriani
585511,Luck,2022-08-05,7.773,1803,12.1667,en,"Animação, Aventura, Comédia, Fantasia",Peggy Holmes,Kiel Murray
181808,Star Wars: Episódio VIII - Os Últimos Jedi,2017-12-13,6.775,15653,13.3425,en,"Aventura, Ação, Ficção científica",Rian Johnson,Rian Johnson
635302,Demon Slayer: Mugen Train - O Filme,2020-10-16,8.209,4103,11.8452,ja,"Animação, Ação, Fantasia, Thriller",Haruo Sotozaki,Koyoharu Gotouge
635302,Demon Slayer: Mugen Train - O Filme,2020-10-16,8.209,4103,11.8452,ja,"Animação, Ação, Fantasia, Thriller",Haruo Sotozaki,Koyoharu Gotouge
615656,Megatubarão 2,2023-08-02,6.43,3611,12.142,en,"Ação, Ficção científica, Terror",Ben Wheatley,Erich Hoeber
12153,As Branquelas,2004-06-23,6.929,4182,12.6742,en,"Comédia, Crime",Keenen Ivory Wayans,Xavier Cook
530385,Midsommar: O Mal Não Espera a Noite,2019-07-03,7.153,7442,11.9085,en,"Terror, Drama, Mistério",Ari Aster,Ari Aster
424,A Lista de Schindler,1993-12-15,8.564,16481,14.527,en,"Drama, História, Guerra",Steven Spielberg,Steven Zaillian
637649,Infiltrado,2021-04-22,7.611,5604,11.6147,en,"Ação, Crime, Thriller",Guy Ritchie,Ivan Atkinson
168259,Velozes & Furiosos 7,2015-04-01,7.223,10837,13.1081,en,"Ação, Aventura, Crime, Drama, Thriller",James Wan,Chris Morgan
91417,Dragões: O Presente do Fúria da Noite,2011-11-15,7.2,395,13.5331,en,"Animação, Comédia, Aventura, Família",Tom Owens,Adam F. Goldberg
777443,The Electric State,2025-03-07,6.541,1212,16.4611,en,"Ficção científica, Aventura, Ação",Anthony Russo,Christopher Markus
41264,Africa Addio,1966-02-11,6.417,42,14.5078,it,"Documentário, Terror",Franco Prosperi,Gualtiero Jacopetti
1607,Desafio no Bronx,1993-10-01,7.876,2621,12.4492,en,"Drama, Crime",Robert De Niro,Chazz Palminteri
645710,Observadores,2021-08-25,6.55,1017,12.3629,en,Thriller,Michael Mohan,Michael Mohan
365177,Borderlands: O Destino do Universo Está em Jogo,2024-08-07,5.656,1227,11.4411,en,"Ação, Ficção científica, Comédia",Eli Roth,Joe Crombie
545611,Tudo em Todo o Lugar ao Mesmo Tempo,2022-03-24,7.758,7095,11.5457,en,"Ação, Aventura, Ficção científica",Daniel Scheinert,Daniel Kwan
765897,Invencível,2025-02-20,7.586,70,12.2066,en,"Família, Drama",Jon Gunn,Jon Gunn
4488,Sexta-Feira 13,1980-05-09,6.415,3077,11.193,en,Terror,Sean S. Cunningham,Victor Miller
91314,Transformers: A Era da Extinção,2014-06-25,5.941,8344,11.5765,en,"Ficção científica, Ação, Aventura",Michael Bay,Ehren Kruger
1410082,O Atirador: A Última Batalha,2025-01-21,6.677,147,12.6316,en,"Ação, Thriller",Danishka Esterhazy,Sean Wathen
855,Falcão Negro em Perigo,2001-12-28,7.4,5951,10.4252,en,"Ação, Guerra, História",Ridley Scott,Ken Nolan
36225,徳川女刑罰絵巻　牛裂きの刑,1976-09-04,6.0,27,10.8713,ja,"Terror, Drama",Yuji Makiguchi,Seiko Shimura
250546,Annabelle,2014-10-02,5.784,6234,11.5302,en,Terror,John R. Leonetti,Gary Dauberman
381284,Estrelas Além do Tempo,2016-12-10,8.054,9987,13.4026,en,"Drama, História",Theodore Melfi,Allison Schroeder
889737,Coringa: Delírio a Dois,2024-10-01,5.433,2427,10.4758,en,"Drama, Crime, Thriller",Todd Phillips,Scott Silver
12155,Alice no País das Maravilhas,2010-03-03,6.634,14261,11.8424,en,"Família, Fantasia, Aventura",Tim Burton,Linda Woolverton
851644,Garota do Século 20,2022-10-06,8.2,735,12.488,ko,"Romance, Drama",Bang Woo-ri,Bang Woo-ri
297802,Aquaman,2018-12-07,6.876,14355,10.5417,en,"Ação, Aventura, Fantasia",James Wan,David Leslie Johnson-McGoldrick
924525,Harta,2021-11-06,0.0,0,10.6451,es,Drama,Júlia de Paz,Júlia de Paz
1111873,Abigail,2024-04-16,6.7,1591,14.2996,en,"Terror, Thriller",Tyler Gillett,Stephen Shields
1208808,Plantão Noturno,2024-12-05,6.3,150,11.374,es,Terror,Rigoberto Castañeda,Rigoberto Castañeda
348893,Boyka: O Imbatível,2016-08-01,7.15,1375,12.5151,en,"Ação, Drama, Thriller",Todor Chapkanov,David N. White
634528,Na Mira do Perigo,2021-01-15,6.807,1648,7.3325,en,"Ação, Drama, Thriller",Robert Lorenz,Robert Lorenz
284052,Doutor Estranho,2016-10-25,7.418,22577,11.3266,en,"Ação, Aventura, Fantasia",Scott Derrickson,Scott Derrickson
466420,Assassinos da Lua das Flores,2023-10-18,7.426,3647,11.8206,en,"Crime, História, Drama",Martin Scorsese,Martin Scorsese
1471325,American Thunder: Da NASCAR a Le Mans,2025-06-11,0.0,0,11.7769,en,Documentário,Brad Lockhart,Griffin Van Malssen
76341,Mad Max: Estrada da Fúria,2015-05-13,7.623,23154,11.9176,en,"Ação, Aventura, Ficção científica",George Miller,George Miller
85,Indiana Jones e os Caçadores da Arca Perdida,1981-06-12,7.924,12899,11.9765,en,"Aventura, Ação",Steven Spielberg,Lawrence Kasdan
1885,Karatê Kid: A Hora da Verdade,1984-06-22,7.203,4365,11.4442,en,"Ação, Aventura, Drama, Família",John G. Avildsen,Robert Mark Kamen
8681,Busca Implacável,2008-02-18,7.395,11516,11.2853,en,"Ação, Thriller",Pierre Morel,Luc Besson
93685,Swingers,2002-10-01,5.8,60,11.1472,nl,"Romance, Drama",Stephan Brenninkmeijer,Stephan Brenninkmeijer
10020,A Bela e a Fera,1991-10-22,7.7,10177,11.7068,en,"Romance, Família, Animação, Fantasia",Kirk Wise,Linda Woolverton
20352,Meu Malvado Favorito,2010-07-08,7.249,15428,11.1568,en,"Família, Comédia, Animação",Pierre Coffin,Ken Daurio
1245571,ആലപ്പുഴ ജിംഖാന,2025-04-10,6.115,13,11.9089,ml,"Ação, Drama, Comédia",Khalid Rahman,Khalid Rahman
792307,Pobres Criaturas,2023-12-07,7.685,4775,10.5524,en,"Ficção científica, Romance, Comédia",Yorgos Lanthimos,Tony McNamara
260514,Carros 3,2017-06-15,6.855,6038,11.9645,en,"Família, Comédia, Aventura, Animação",Brian Fee,Kiel Murray
921436,탈주,2024-07-03,7.2,50,11.4447,ko,"Ação, Drama, Thriller",Lee Jong-pil,Kim Woo-geun
10867,Malèna,2000-03-16,7.432,2321,13.2203,it,Drama,Giuseppe Tornatore,Giuseppe Tornatore
585083,Hotel Transilvânia: Transformonstrão,2022-01-31,7.067,2866,12.0579,en,"Animação, Comédia, Família, Aventura, Fantasia",Derek Drymon,Amos Vernon
333484,Sete Homens e Um Destino,2016-09-14,6.462,6081,11.4468,en,"Aventura, Ação, Faroeste",Antoine Fuqua,Nic Pizzolatto
901121,Na Teia da Aranha,2023-09-27,6.536,84,10.9435,ko,"Comédia, Drama",Kim Jee-woon,Shin Yeon-shick
62835,Colombiana: Em Busca de Vingança,2011-07-27,6.631,2679,11.432,en,"Ação, Thriller, Crime, Drama",Olivier Megaton,Luc Besson
989474,Borgo,2024-04-17,6.743,140,10.5026,fr,"Drama, Crime",Stéphane Demoustier,Stéphane Demoustier
516729,Paddington: Uma Aventura na Floresta,2024-11-08,6.871,403,11.9765,en,"Família, Comédia, Aventura",Dougal Wilson,James Lamont
77338,Intocáveis,2011-11-02,8.272,17663,12.074,fr,"Drama, Comédia",Olivier Nakache,Éric Toledano
4232,Pânico,1996-12-20,7.415,7329,11.6056,en,"Crime, Terror, Mistério",Wes Craven,Kevin Williamson
1254786,A Lista da Minha Vida,2025-03-27,6.886,407,13.9304,en,"Romance, Comédia, Drama",Adam Brooks,Adam Brooks
661539,Um Completo Desconhecido,2024-12-18,7.125,1052,11.2276,en,"Drama, Música",James Mangold,Jay Cocks
68726,Círculo de Fogo,2013-07-11,6.91,12726,11.2443,en,"Ação, Ficção científica, Aventura",Guillermo del Toro,Travis Beacham
1084736,O Conde de Monte Cristo,2024-06-28,7.995,1660,12.732,fr,"Aventura, Ação, Drama",Matthieu Delaporte,Alexandre de La Patellière
1008042,Fale Comigo,2023-07-26,7.157,3252,11.3353,en,Terror,Michael Philippou,Danny Philippou
1261050,De lydløse,2024-10-31,5.865,48,11.4867,da,"Ação, Drama",Frederik Louis Hviid,Anders Frithiof August
753342,Napoleão,2023-11-22,6.347,2759,11.9154,en,"História, Guerra, Romance",Ridley Scott,David Scarpa
8392,Meu Amigo Totoro,1988-04-16,8.069,8268,11.9683,ja,"Fantasia, Animação, Família",Hayao Miyazaki,Hayao Miyazaki
39254,Gigantes de Aço,2011-09-28,7.049,8605,11.6098,en,"Ação, Ficção científica, Drama",Shawn Levy,John Gatins
695721,Jogos Vorazes: A Cantiga dos Pássaros e das Serpentes,2023-11-15,7.008,3082,12.3473,en,"Drama, Ficção científica, Aventura, Ação",Francis Lawrence,Michael Lesslie
458220,Palmer,2021-01-28,8.131,1752,11.2825,en,Drama,Fisher Stevens,Cheryl Guerriero
787,Sr. & Sra. Smith,2005-06-07,6.689,10653,12.4697,en,"Ação, Comédia, Drama, Thriller",Doug Liman,Simon Kinberg
37799,A Rede Social,2010-10-01,7.4,12475,10.7117,en,Drama,David Fincher,Aaron Sorkin
670292,Resistência,2023-09-27,7.054,3380,10.6098,en,"Ficção científica, Ação, Aventura",Gareth Edwards,Chris Weitz
508947,Red: Crescer é Uma Fera,2022-03-10,7.349,5426,11.7666,en,"Animação, Família, Comédia, Fantasia",Domee Shi,Julia Cho
345,De Olhos Bem Fechados,1999-07-16,7.484,6455,11.4589,en,"Drama, Thriller, Mistério",Stanley Kubrick,Frederic Raphael
1482554,Soul to Squeeze,2025-05-16,4.7,3,10.7678,en,"Thriller, Drama, Ficção científica",W.M. Weikart,W.M. Weikart
209112,Batman vs Superman: A Origem da Justiça,2016-03-23,5.981,18318,11.5711,en,"Ação, Aventura, Fantasia",Zack Snyder,David S. Goyer
10545,O Corcunda de Notre Dame,1996-06-21,7.116,5114,9.3506,en,"Drama, Animação, Família",Kirk Wise,Tab Murphy
1302916,Heart Eyes,2025-02-06,6.5,242,11.6895,en,"Terror, Comédia, Romance",Josh Ruben,Christopher Landon
11688,A Nova Onda do Imperador,2000-12-15,7.558,6924,12.4294,en,"Aventura, Animação, Comédia, Família, Fantasia",Mark Dindal,David Reynolds
18239,A Saga Crepúsculo: Lua Nova,2009-11-18,5.99,9381,11.2166,en,"Aventura, Fantasia, Drama, Romance",Chris Weitz,Melissa Rosenberg
197158,Pornô!,1981-01-01,5.2,81,11.8929,pt,"Drama, Terror, Fantasia, Comédia",Luiz Castellini,Ody Fraga
854,O Máskara,1994-07-29,6.965,10600,10.9335,en,"Romance, Comédia, Crime, Fantasia",Chuck Russell,Mike Werb
408866,Re:Born,2016-09-24,7.1,224,12.0175,ja,"Ação, Crime",Yuji Shimomura,Tak Sakaguchi
10193,Toy Story 3,2010-06-16,7.8,15005,12.6135,en,"Animação, Família, Comédia",Lee Unkrich,Michael Arndt
955,Missão: Impossível 2,2000-05-24,6.129,7058,12.074,en,"Aventura, Ação, Thriller",John Woo,Robert Towne
62177,Valente,2012-06-21,7.02,13629,11.0332,en,"Animação, Aventura, Comédia, Família, Ação, Fantasia",Mark Andrews,Irene Mecchi
1291559,Até que as Cores Acabem,2024-06-26,8.3,157,10.5532,ja,"Romance, Drama",Takahiro Miki,Takahiro Miki
1465476,"Lulu, a Rinoceronte",2025-05-29,7.9,6,9.7246,en,"Animação, Família",Angela Stempel,Allison Flom
34851,Predadores,2010-07-07,6.277,4292,11.1744,en,"Ficção científica, Ação, Thriller",Nimród Antal,Alex Litvak
1064028,Alice: Subservience,2024-08-15,6.705,739,12.7012,en,"Terror, Ficção científica, Thriller",SK Dale,Will Honley
1895,Star Wars: Episódio III - A Vingança dos Sith,2005-05-17,7.446,14169,12.0635,en,"Aventura, Ação, Ficção científica",George Lucas,George Lucas
197,Coração Valente,1995-05-24,7.944,10446,11.2832,en,"Ação, Drama, História, Guerra",Mel Gibson,Randall Wallace
793058,하이파이브,2025-05-30,6.0,1,11.5451,ko,"Ficção científica, Ação, Comédia, Fantasia",Kang Hyoung-chul,Kang Hyoung-chul
1312833,A Guerra de um Cavaleiro,2025-02-07,5.6,22,10.112,en,"Terror, Ação, Fantasia",Matthew Ninaber,Matthew Ninaber
619979,Águas Profundas,2022-03-17,5.824,1472,10.027,en,"Drama, Mistério, Thriller",Adrian Lyne,Sam Levinson
1000837,Ainda Estou Aqui,2024-09-19,7.961,699,11.3366,pt,"Drama, História",Walter Salles,Murilo Hauser
956,Missão: Impossível 3,2006-04-25,6.748,7126,11.4533,en,"Aventura, Ação, Thriller",J.J. Abrams,Alex Kurtzman
476669,King's Man: A Origem,2021-12-22,6.747,4719,9.9865,en,"Ação, Aventura, Thriller",Matthew Vaughn,Matthew Vaughn
882569,O Pacto,2023-04-19,7.75,2776,11.3891,en,"Guerra, Ação, Thriller",Guy Ritchie,Guy Ritchie
19173,Diário Proibido,2008-10-17,5.634,334,11.4809,es,"Drama, Romance",Christian Molina,Barbara Alberti
11697,O Homem que Matou o Facínora,1962-04-13,7.797,1197,8.0254,en,Faroeste,John Ford,James Warner Bellah
103,Taxi Driver: Motorista de Táxi,1976-02-09,8.133,12698,11.3615,en,"Crime, Drama",Martin Scorsese,Paul Schrader
1164355,Lembayung,2024-09-19,6.8,9,11.081,id,"Terror, Thriller",Baim Wong,Baim Wong
615173,A Bruxa - Parte 2: A Colisão,2022-06-15,7.312,367,11.5453,ko,"Ação, Mistério, Thriller, Ficção científica",Park Hoon-jung,Park Hoon-jung
1038392,Invocação do Mal 4: O Último Ritual,2025-09-04,0.0,0,11.4199,en,Terror,Michael Chaves,Ian B. Goldberg
2105,American Pie: A Primeira Vez é Inesquecível,1999-07-09,6.59,7849,11.7075,en,"Comédia, Romance",Paul Weitz,Adam Herz
466272,Era Uma Vez em… Hollywood,2019-07-24,7.428,13937,10.1283,en,"Comédia, Drama, Thriller",Quentin Tarantino,Quentin Tarantino
791373,Liga da Justiça de Zack Snyder,2021-03-18,8.117,10257,11.5408,en,"Ação, Aventura, Fantasia",Zack Snyder,Chris Terrio
604685,Covil de Ladrões 2,2025-01-08,6.72,514,10.9495,en,"Ação, Crime, Thriller",Christian Gudegast,Christian Gudegast
951491,Jogos Mortais X,2023-09-27,7.2,2113,10.1426,en,"Terror, Mistério",Kevin Greutert,Pete Goldfinger
931349,Ash: Planeta Parasita,2025-03-20,5.21,295,10.4681,en,"Ficção científica, Terror, Thriller",Flying Lotus,Jonni Remmler
294254,Maze Runner: Prova de Fogo,2015-09-09,6.734,10592,10.9336,en,"Ficção científica, Ação, Thriller, Aventura",Wes Ball,T.S. Nowlin
1306845,Jaat,2025-04-10,4.591,11,10.6672,hi,"Ação, Crime, Drama",Gopichand Malineni,Gopichand Malineni
343668,Kingsman: O Círculo Dourado,2017-09-20,6.957,10641,10.1011,en,"Ação, Aventura, Comédia, Crime",Matthew Vaughn,Matthew Vaughn
882598,Sorria,2022-09-23,6.7,3605,11.2233,en,"Terror, Mistério",Parker Finn,Parker Finn
566525,Shang-Chi e a Lenda dos Dez Anéis,2021-09-01,7.521,9785,11.2685,en,"Ação, Aventura, Fantasia",Destin Daniel Cretton,Destin Daniel Cretton
718821,Twisters,2024-07-10,6.829,2503,11.3703,en,"Ação, Thriller",Lee Isaac Chung,Mark L. Smith
1217379,Cão de Briga,2024-06-20,6.6,47,11.7305,en,"Ação, Crime, Thriller",Joshua Dixon,Niccolo De La Fere
93456,Meu Malvado Favorito 2,2013-06-26,6.934,11520,11.3795,en,"Animação, Comédia, Família",Pierre Coffin,Cinco Paul
10591,Show de Vizinha,2004-04-09,6.726,3697,11.1916,en,"Comédia, Romance",Luke Greenfield,David Wagner
760104,X: A Marca da Morte,2022-03-17,6.7,3544,9.7936,en,"Terror, Thriller",Ti West,Ti West
420817,Aladdin,2019-05-22,7.096,10243,11.289,en,"Aventura, Fantasia, Romance, Família",Guy Ritchie,John August
38,Brilho Eterno de uma Mente sem Lembranças,2004-03-19,8.092,15486,12.6359,en,"Ficção científica, Drama, Romance",Michel Gondry,Charlie Kaufman
564,A Múmia,1999-04-16,6.944,9349,11.2266,en,"Aventura, Ação, Fantasia",Stephen Sommers,Stephen Sommers
974453,Último Alvo,2024-10-31,5.878,423,11.7865,en,"Ação, Crime, Thriller, Mistério",Hans Petter Moland,Tony Gayton
1151039,Nonnas,2025-05-01,6.875,252,10.9638,en,Comédia,Stephen Chbosky,Liz Maccie
616037,Thor: Amor e Trovão,2022-07-06,6.41,7964,10.8961,en,"Fantasia, Ação, Comédia",Taika Waititi,Taika Waititi
1005331,Bagagem de Risco,2024-12-05,6.913,2250,12.2616,en,"Thriller, Ação",Jaume Collet-Serra,T.J. Fixman
110415,Expresso do Amanhã,2013-08-01,6.905,9846,10.5501,ko,"Ação, Ficção científica, Drama",Bong Joon Ho,Bong Joon Ho
497698,Viúva Negra,2021-07-07,7.2,10603,11.2814,en,"Ação, Aventura, Ficção científica",Cate Shortland,Eric Pearson
45243,"Se Beber, Não Case! Parte II",2011-05-25,6.488,10738,11.3379,en,Comédia,Todd Phillips,Scot Armstrong
140607,Star Wars: O Despertar da Força,2015-12-15,7.26,19792,10.6252,en,"Aventura, Ação, Ficção científica",J.J. Abrams,Michael Arndt
508442,Soul,2020-12-25,8.108,10807,11.1298,en,"Animação, Família, Comédia, Fantasia",Pete Docter,Pete Docter
546554,Entre Facas e Segredos,2019-11-27,7.842,12911,11.1267,en,"Comédia, Crime, Mistério",Rian Johnson,Rian Johnson
299054,Os Mercenários 4,2023-09-15,6.116,1679,11.0746,en,"Ação, Aventura, Thriller",Scott Waugh,Max Adams
102382,O Espetacular Homem-Aranha 2: A Ameaça de Electro,2014-04-16,6.519,13589,11.145,en,"Ação, Aventura, Ficção científica",Marc Webb,Alex Kurtzman
102382,O Espetacular Homem-Aranha 2: A Ameaça de Electro,2014-04-16,6.519,13589,11.145,en,"Ação, Aventura, Ficção científica",Marc Webb,Alex Kurtzman
